WBGeneID,Sequence.name,tissue
WBGene00003158,mcm-6,reproductive-system
WBGene00003159,mcm-7,ubiquitous
WBGene00003160,mdf-1,ubiquitous
WBGene00003171,mec-7,nervous-system
WBGene00003172,mec-8,ubiquitous
WBGene00003173,mec-9,nervous-system
WBGene00003174,mec-10,nervous-system
WBGene00003176,mec-14,nervous-system
WBGene00003177,mec-15,ubiquitous
WBGene00003178,mec-17,nervous-system
WBGene00003179,mec-18,nervous-system
WBGene00003185,mek-1,ubiquitous
WBGene00003186,mek-2,nervous-system
WBGene00003210,mel-28,ubiquitous
WBGene00003214,mel-32,ubiquitous
WBGene00003218,mep-1,ubiquitous
WBGene00003220,mes-2,ubiquitous
WBGene00003221,mes-3,ubiquitous
WBGene00003225,mev-1,ubiquitous
WBGene00003229,mex-3,ubiquitous
WBGene00003230,mex-5,ubiquitous
WBGene00003232,mgl-1,nervous-system
WBGene00003234,mif-1,ubiquitous
WBGene00003235,mif-2,ubiquitous
WBGene00003237,mif-4,nervous-system
WBGene00003241,mig-5,ubiquitous
WBGene00003243,mig-10,ubiquitous
WBGene00003246,mig-14,ubiquitous
WBGene00003247,mig-15,ubiquitous
WBGene00003253,mig-22,ubiquitous
WBGene00003258,cogc-1,reproductive-system
WBGene00003367,mix-1,ubiquitous
WBGene00003369,mlc-1,ubiquitous
WBGene00003370,mlc-2,ubiquitous
WBGene00003371,mlc-3,ubiquitous
WBGene00003372,mlc-4,ubiquitous
WBGene00003375,mlp-1,ubiquitous
WBGene00003384,moc-1,ubiquitous
WBGene00003389,mog-1,reproductive-system
WBGene00003390,mog-2,reproductive-system
WBGene00003391,mog-3,ubiquitous
WBGene00003392,mog-4,reproductive-system
WBGene00003395,mom-2,ubiquitous
WBGene00003396,mom-4,ubiquitous
WBGene00003401,mpk-1,ubiquitous
WBGene00003406,mrg-1,ubiquitous
WBGene00003415,mars-1,ubiquitous
WBGene00003417,mrt-2,reproductive-system
WBGene00003430,msp-32,reproductive-system
WBGene00003449,msp-56,reproductive-system
WBGene00003471,mtd-1,nervous-system
WBGene00003475,mtm-1,ubiquitous
WBGene00003476,mtm-3,ubiquitous
WBGene00003478,mtm-6,ubiquitous
WBGene00003495,mup-2,ubiquitous
WBGene00003507,mut-14,reproductive-system
WBGene00003508,mut-16,reproductive-system
WBGene00003515,myo-3,ubiquitous
WBGene00003535,nas-16,intestine
WBGene00003543,nas-24,reproductive-system
WBGene00003570,ncx-5,nervous-system
WBGene00003575,ncx-10,muscular-system
WBGene00003579,ndx-2,reproductive-system
WBGene00003581,ndx-4,ubiquitous
WBGene00003582,dcap-2,ubiquitous
WBGene00003583,ndx-6,ubiquitous
WBGene00003588,nex-1,ubiquitous
WBGene00003592,nfi-1,ubiquitous
WBGene00003594,nft-1,ubiquitous
WBGene00003599,nhl-3,ubiquitous
WBGene00003608,nhr-9,nervous-system
WBGene00003609,nhr-10,ubiquitous
WBGene00003625,nhr-31,ubiquitous
WBGene00003628,nhr-35,intestine
WBGene00003629,nhr-38,nervous-system
WBGene00003630,nhr-40,ubiquitous
WBGene00003635,nhr-45,nervous-system
WBGene00003636,nhr-46,ubiquitous
WBGene00003639,nhr-49,ubiquitous
WBGene00003642,nhr-52,nervous-system
WBGene00003651,nhr-61,ubiquitous
WBGene00003656,nhr-66,ubiquitous
WBGene00003662,nhr-72,epithelial-system
WBGene00003664,nhr-74,epithelial-system
WBGene00003671,nhr-81,epithelial-system
WBGene00003672,nhr-82,epithelial-system
WBGene00003677,nhr-87,nervous-system
WBGene00003683,nhr-93,nervous-system
WBGene00003715,nhr-125,intestine
WBGene00003716,nhr-126,nervous-system
WBGene00003717,nhr-127,epithelial-system
WBGene00003728,nhr-138,ubiquitous
WBGene00003732,nhx-4,nervous-system
WBGene00003734,nhx-6,intestine
WBGene00003760,nlp-22,nervous-system
WBGene00003761,nlp-23,epithelial-system
WBGene00003768,nlp-30,ubiquitous
WBGene00003769,nlp-31,ubiquitous
WBGene00003770,nlp-32,intestine
WBGene00003771,nlp-33,ubiquitous
WBGene00003775,nmr-2,nervous-system
WBGene00003777,nmy-2,ubiquitous
WBGene00003785,nos-3,reproductive-system
WBGene00003786,npa-1,ubiquitous
WBGene00003787,npp-1,ubiquitous
WBGene00003789,npp-3,ubiquitous
WBGene00003792,npp-6,ubiquitous
WBGene00003793,npp-7,ubiquitous
WBGene00003794,npp-8,ubiquitous
WBGene00003795,npp-9,ubiquitous
WBGene00003796,npp-10,ubiquitous
WBGene00003797,npp-11,ubiquitous
WBGene00003799,npp-13,ubiquitous
WBGene00003803,rae-1,ubiquitous
WBGene00003806,npp-20,ubiquitous
WBGene00003815,nars-1,ubiquitous
WBGene00003818,nsf-1,ubiquitous
WBGene00003821,nst-1,ubiquitous
WBGene00003822,nsy-1,ubiquitous
WBGene00003825,ntl-2,ubiquitous
WBGene00003826,ntl-3,ubiquitous
WBGene00003828,nuc-1,ubiquitous
WBGene00003829,nud-1,ubiquitous
WBGene00003830,num-1,ubiquitous
WBGene00003831,nuo-1,reproductive-system
WBGene00003835,nxf-2,reproductive-system
WBGene00003838,ocr-1,nervous-system
WBGene00003845,odd-1,intestine
WBGene00003848,odr-1,nervous-system
WBGene00003849,odr-2,nervous-system
WBGene00003850,odr-3,nervous-system
WBGene00003854,odr-7,nervous-system
WBGene00003858,ogt-1,ubiquitous
WBGene00003859,oig-1,nervous-system
WBGene00003884,osm-3,nervous-system
WBGene00003885,osm-5,nervous-system
WBGene00003890,osm-10,nervous-system
WBGene00003893,ost-1,ubiquitous
WBGene00003898,oxi-1,reproductive-system
WBGene00003901,paa-1,ubiquitous
WBGene00003902,pab-1,ubiquitous
WBGene00003903,pab-2,ubiquitous
WBGene00003904,pabp-2,ubiquitous
WBGene00003906,paf-1,nervous-system
WBGene00003911,pak-1,ubiquitous
WBGene00003912,pal-1,ubiquitous
WBGene00003914,pam-1,ubiquitous
WBGene00003915,pan-1,ubiquitous
WBGene00003917,par-2,ubiquitous
WBGene00003918,par-3,ubiquitous
WBGene00003920,par-5,ubiquitous
WBGene00003922,pas-1,ubiquitous
WBGene00003924,pas-3,ubiquitous
WBGene00003925,pas-4,ubiquitous
WBGene00003926,pas-5,ubiquitous
WBGene00003927,pas-6,ubiquitous
WBGene00003931,pat-4,ubiquitous
WBGene00003932,pat-6,ubiquitous
WBGene00003934,pat-10,ubiquitous
WBGene00003936,pat-12,ubiquitous
WBGene00003947,pbs-1,ubiquitous
WBGene00003948,pbs-2,ubiquitous
WBGene00003949,pbs-3,ubiquitous
WBGene00003950,pbs-4,ubiquitous
WBGene00003951,pbs-5,ubiquitous
WBGene00003954,pcm-1,ubiquitous
WBGene00003955,pcn-1,ubiquitous
WBGene00003962,pdi-1,ubiquitous
WBGene00003963,pdi-2,ubiquitous
WBGene00003964,pdi-3,ubiquitous
WBGene00003967,pdr-1,ubiquitous
WBGene00003970,pek-1,ubiquitous
WBGene00003977,pes-2.1,epithelial-system
WBGene00003982,pes-9,ubiquitous
WBGene00003993,pgl-2,reproductive-system
WBGene00004014,phb-1,ubiquitous
WBGene00004015,phb-2,ubiquitous
WBGene00004026,phy-3,reproductive-system
WBGene00004031,pis-1,ubiquitous
WBGene00004032,pkc-1,ubiquitous
WBGene00004034,pkc-3,ubiquitous
WBGene00004035,pkd-2,nervous-system
WBGene00004042,plk-1,ubiquitous
WBGene00004046,plp-1,ubiquitous
WBGene00004049,parp-1,reproductive-system
WBGene00004056,pmk-2,ubiquitous
WBGene00004060,pmp-3,ubiquitous
WBGene00004063,pmr-1,ubiquitous
WBGene00004068,pnk-1,ubiquitous
WBGene00004075,pod-1,ubiquitous
WBGene00004076,pod-2,ubiquitous
WBGene00004086,pph-4.2,reproductive-system
WBGene00004091,pps-1,ubiquitous
WBGene00004093,ppw-1,reproductive-system
WBGene00004095,pqe-1,ubiquitous
WBGene00004100,pqn-8,reproductive-system
WBGene00004109,stam-1,ubiquitous
WBGene00004113,pqn-24,muscular-system
WBGene00004119,pqn-31,muscular-system
WBGene00004123,pqn-36,nervous-system
WBGene00004124,pqn-37,epithelial-system
WBGene00004126,pqn-39,nervous-system
WBGene00004131,tent-5,ubiquitous
WBGene00004132,ifet-1,ubiquitous
WBGene00004136,pqn-51,ubiquitous
WBGene00004139,pqn-54,nervous-system
WBGene00004145,pqn-62,muscular-system
WBGene00004146,pqn-63,nervous-system
WBGene00004147,larp-5,nervous-system
WBGene00004161,pqn-80,muscular-system
WBGene00004164,pqn-83,ubiquitous
WBGene00004166,scc-2,reproductive-system
WBGene00004167,pqn-87,ubiquitous
WBGene00004173,pqn-94,muscular-system
WBGene00004174,abu-14,ubiquitous
WBGene00004175,pqn-96,reproductive-system
WBGene00004178,prg-1,ubiquitous
WBGene00004181,pri-2,ubiquitous
WBGene00004186,prpf-4,ubiquitous
WBGene00004187,prp-8,ubiquitous
WBGene00004188,prp-21,ubiquitous
WBGene00004189,pars-1,ubiquitous
WBGene00004197,prx-12,intestine
WBGene00004202,pry-1,ubiquitous
WBGene00004203,swsn-1,ubiquitous
WBGene00004204,swsn-4,ubiquitous
WBGene00004227,ptr-13,epithelial-system
WBGene00004228,ptr-14,epithelial-system
WBGene00004229,ptr-15,nervous-system
WBGene00004230,ptr-16,epithelial-system
WBGene00004231,ptr-17,nervous-system
WBGene00004232,ptr-18,epithelial-system
WBGene00004236,ptr-22,nervous-system
WBGene00004239,puf-3,reproductive-system
WBGene00004242,puf-6,reproductive-system
WBGene00004248,pus-1,ubiquitous
WBGene00004254,pxf-1,ubiquitous
WBGene00004255,epac-1,nervous-system
WBGene00004258,pyc-1,ubiquitous
WBGene00004259,pyr-1,ubiquitous
WBGene00004265,qui-1,nervous-system
WBGene00004266,rab-1,ubiquitous
WBGene00004268,rab-5,ubiquitous
WBGene00004270,rab-6.2,ubiquitous
WBGene00004273,rab-10,ubiquitous
WBGene00004274,rab-11.1,ubiquitous
WBGene00004276,rab-14,ubiquitous
WBGene00004277,rab-18,reproductive-system
WBGene00004284,rab-35,ubiquitous
WBGene00004287,rac-2,nervous-system
WBGene00004302,ran-1,ubiquitous
WBGene00004303,ran-2,ubiquitous
WBGene00004304,ran-3,ubiquitous
WBGene00004305,ran-4,ubiquitous
WBGene00004306,ran-5,ubiquitous
WBGene00004307,rap-1,ubiquitous
WBGene00004312,rba-1,ubiquitous
WBGene00004313,rbc-1,ubiquitous
WBGene00004318,rbg-2,ubiquitous
WBGene00004320,rbx-1,ubiquitous
WBGene00004323,rde-1,ubiquitous
WBGene00004326,rde-4,ubiquitous
WBGene00004336,ret-1,ubiquitous
WBGene00004337,rfc-1,ubiquitous
WBGene00004338,rfc-2,ubiquitous
WBGene00004339,rfc-3,ubiquitous
WBGene00004340,rfc-4,ubiquitous
WBGene00004350,rgs-7,ubiquitous
WBGene00004354,rgs-11,reproductive-system
WBGene00004355,rha-1,ubiquitous
WBGene00004357,rho-1,ubiquitous
WBGene00004373,rme-1,ubiquitous
WBGene00004378,rme-8,ubiquitous
WBGene00004380,rnf-1,reproductive-system
WBGene00004381,rnf-5,ubiquitous
WBGene00004382,rnh-1.0,ubiquitous
WBGene00004384,rnp-1,ubiquitous
WBGene00004385,rnp-2,ubiquitous
WBGene00004386,rnp-3,ubiquitous
WBGene00004387,rnp-4,ubiquitous
WBGene00004388,rnp-5,ubiquitous
WBGene00004390,rnp-7,ubiquitous
WBGene00004391,rnr-1,ubiquitous
WBGene00004392,rnr-2,ubiquitous
WBGene00004405,rop-1,ubiquitous
WBGene00004408,rla-0,ubiquitous
WBGene00004410,rla-2,ubiquitous
WBGene00004412,rpl-1,ubiquitous
WBGene00004413,rpl-2,ubiquitous
WBGene00004414,rpl-3,ubiquitous
WBGene00004415,rpl-4,ubiquitous
WBGene00004416,rpl-5,ubiquitous
WBGene00004420,rpl-9,ubiquitous
WBGene00004421,rpl-10,ubiquitous
WBGene00004423,rpl-11.2,ubiquitous
WBGene00004424,rpl-12,ubiquitous
WBGene00004426,rpl-14,ubiquitous
WBGene00004427,rpl-15,ubiquitous
WBGene00004429,rpl-17,ubiquitous
WBGene00004430,rpl-18,ubiquitous
WBGene00004431,rpl-19,ubiquitous
WBGene00004432,rpl-20,ubiquitous
WBGene00004433,rpl-21,ubiquitous
WBGene00004434,rpl-22,ubiquitous
WBGene00004435,rpl-23,ubiquitous
WBGene00004437,rpl-24.2,ubiquitous
WBGene00004438,rpl-25.1,ubiquitous
WBGene00004439,rpl-25.2,ubiquitous
WBGene00004440,rpl-26,ubiquitous
WBGene00004441,rpl-27,ubiquitous
WBGene00004443,rpl-29,ubiquitous
WBGene00004444,rpl-30,ubiquitous
WBGene00004445,rpl-31,ubiquitous
WBGene00004446,rpl-32,ubiquitous
WBGene00004449,rpl-35,ubiquitous
WBGene00004450,rpl-36,ubiquitous
WBGene00004453,rpl-39,ubiquitous
WBGene00004456,rpl-43,ubiquitous
WBGene00004458,rpn-1,ubiquitous
WBGene00004459,rpn-2,ubiquitous
WBGene00004460,rpn-3,ubiquitous
WBGene00004462,rpn-6.1,ubiquitous
WBGene00004463,rpn-7,ubiquitous
WBGene00004464,rpn-8,ubiquitous
WBGene00004465,rpn-9,ubiquitous
WBGene00004466,rpn-10,ubiquitous
WBGene00004467,rpn-11,ubiquitous
WBGene00004469,rps-0,ubiquitous
WBGene00004470,rps-1,ubiquitous
WBGene00004471,rps-2,ubiquitous
WBGene00004472,rps-3,ubiquitous
WBGene00004473,rps-4,ubiquitous
WBGene00004475,rps-6,ubiquitous
WBGene00004476,rps-7,ubiquitous
WBGene00004477,rps-8,ubiquitous
WBGene00004479,rps-10,ubiquitous
WBGene00004480,rps-11,ubiquitous
WBGene00004482,rps-13,ubiquitous
WBGene00004484,rps-15,ubiquitous
WBGene00004486,rps-17,ubiquitous
WBGene00004487,rps-18,ubiquitous
WBGene00004489,rps-20,ubiquitous
WBGene00004490,rps-21,ubiquitous
WBGene00004491,rps-22,ubiquitous
WBGene00004493,rps-24,ubiquitous
WBGene00004494,rps-25,ubiquitous
WBGene00004496,rps-27,ubiquitous
WBGene00004497,rps-28,ubiquitous
WBGene00004498,rps-29,ubiquitous
WBGene00004501,rpt-1,ubiquitous
WBGene00004503,rpt-3,ubiquitous
WBGene00004504,rpt-4,ubiquitous
WBGene00004505,rpt-5,ubiquitous
WBGene00004506,rpt-6,ubiquitous
WBGene00004679,rars-1,ubiquitous
WBGene00004684,rsd-6,ubiquitous
WBGene00004698,rsp-1,ubiquitous
WBGene00004699,rsp-2,ubiquitous
WBGene00004700,rsp-3,ubiquitous
WBGene00004702,rsp-5,ubiquitous
WBGene00004703,rsp-6,ubiquitous
WBGene00004704,rsp-7,ubiquitous
WBGene00004705,rsp-8,ubiquitous
WBGene00004706,rsr-1,ubiquitous
WBGene00004732,sax-7,ubiquitous
WBGene00004736,sca-1,ubiquitous
WBGene00004738,scc-3,ubiquitous
WBGene00004739,scd-1,ubiquitous
WBGene00004743,scm-1,ubiquitous
WBGene00004746,sdc-2,nervous-system
WBGene00004749,sdn-1,ubiquitous
WBGene00004754,sec-23,ubiquitous
WBGene00004755,sec-24.1,ubiquitous
WBGene00004756,sec-24.2,ubiquitous
WBGene00004759,sel-1,ubiquitous
WBGene00004760,sel-2,ubiquitous
WBGene00004762,sel-5,ubiquitous
WBGene00004766,sel-9,ubiquitous
WBGene00004767,sel-10,ubiquitous
WBGene00004768,sel-11,ubiquitous
WBGene00004774,sem-5,ubiquitous
WBGene00004775,sep-1,reproductive-system
WBGene00004781,set-1,ubiquitous
WBGene00004787,sft-1,ubiquitous
WBGene00004788,sft-4,ubiquitous
WBGene00004795,sid-1,reproductive-system
WBGene00004804,skn-1,ubiquitous
WBGene00004807,skr-1,ubiquitous
WBGene00004809,skr-3,ubiquitous
WBGene00004813,skr-7,ubiquitous
WBGene00004814,skr-8,intestine
WBGene00004824,F56B3.4,reproductive-system
WBGene00004829,sli-1,ubiquitous
WBGene00004862,sma-9,ubiquitous
WBGene00004874,smc-4,ubiquitous
WBGene00004875,smd-1,ubiquitous
WBGene00004881,smg-3,reproductive-system
WBGene00004882,smg-4,ubiquitous
WBGene00004883,smg-5,reproductive-system
WBGene00004884,smg-6,ubiquitous
WBGene00004885,smg-7,ubiquitous
WBGene00004887,smn-1,ubiquitous
WBGene00004889,smp-1,ubiquitous
WBGene00004896,smu-2,ubiquitous
WBGene00004897,snb-1,ubiquitous
WBGene00004900,snf-1,ubiquitous
WBGene00004901,snf-2,reproductive-system
WBGene00004908,snf-9,reproductive-system
WBGene00004914,snr-1,ubiquitous
WBGene00004915,snr-2,ubiquitous
WBGene00004916,snr-3,reproductive-system
WBGene00004917,snr-4,ubiquitous
WBGene00004918,snr-5,ubiquitous
WBGene00004919,snr-6,ubiquitous
WBGene00004920,snr-7,ubiquitous
WBGene00004930,sod-1,ubiquitous
WBGene00004931,sod-2,ubiquitous
WBGene00004945,sop-2,ubiquitous
WBGene00004947,sos-1,ubiquitous
WBGene00004951,spc-1,ubiquitous
WBGene00004952,spd-1,ubiquitous
WBGene00004954,spd-3,reproductive-system
WBGene00004960,spe-6,reproductive-system
WBGene00004962,spe-8,reproductive-system
WBGene00004964,spe-10,reproductive-system
WBGene00004965,spe-11,reproductive-system
WBGene00004966,spe-12,epithelial-system
WBGene00004971,spe-17,nervous-system
WBGene00004972,spe-26,reproductive-system
WBGene00004973,spe-27,nervous-system
WBGene00004976,spe-41,reproductive-system
WBGene00004980,spk-1,ubiquitous
WBGene00004981,spl-1,ubiquitous
WBGene00004986,spp-1,ubiquitous
WBGene00004994,spp-9,muscular-system
WBGene00004995,spp-10,ubiquitous
WBGene00004996,spp-11,nervous-system
WBGene00004997,spp-12,nervous-system
WBGene00005005,spp-20,nervous-system
WBGene00005007,spr-2,ubiquitous
WBGene00005013,jmjd-1.1,reproductive-system
WBGene00005015,spt-5,ubiquitous
WBGene00005019,sqv-1,ubiquitous
WBGene00005022,sqv-4,ubiquitous
WBGene00005025,sqv-7,ubiquitous
WBGene00005026,sqv-8,ubiquitous
WBGene00005027,sra-1,nervous-system
WBGene00005033,sra-7,nervous-system
WBGene00005035,sra-9,nervous-system
WBGene00005038,sra-12,nervous-system
WBGene00005043,sra-17,nervous-system
WBGene00005046,sra-20,nervous-system
WBGene00005047,sra-21,nervous-system
WBGene00005048,sra-22,nervous-system
WBGene00005057,sra-31,nervous-system
WBGene00005058,sra-32,nervous-system
WBGene00005064,sra-38,nervous-system
WBGene00005070,srb-5,nervous-system
WBGene00005077,src-1,ubiquitous
WBGene00005080,srd-2,epithelial-system
WBGene00005082,srd-4,nervous-system
WBGene00005083,srd-5,nervous-system
WBGene00005086,srd-8,nervous-system
WBGene00005088,srd-10,nervous-system
WBGene00005089,srd-11,nervous-system
WBGene00005090,srd-12,nervous-system
WBGene00005094,srd-16,nervous-system
WBGene00005096,srd-18,nervous-system
WBGene00005098,srd-20,nervous-system
WBGene00005101,srd-23,nervous-system
WBGene00005105,srd-27,nervous-system
WBGene00005106,srd-28,nervous-system
WBGene00005112,srd-34,nervous-system
WBGene00005119,srd-41,muscular-system
WBGene00005120,srd-42,nervous-system
WBGene00005121,srd-43,nervous-system
WBGene00005124,srd-46,reproductive-system
WBGene00005127,srd-49,nervous-system
WBGene00005129,srd-51,nervous-system
WBGene00005131,srd-53,nervous-system
WBGene00005132,srd-54,nervous-system
WBGene00005134,srd-56,nervous-system
WBGene00005136,srd-59,nervous-system
WBGene00005141,srd-64,intestine
WBGene00005144,srd-67,nervous-system
WBGene00005145,srd-68,nervous-system
WBGene00005146,srd-69,nervous-system
WBGene00005147,srd-70,nervous-system
WBGene00005149,sre-1,nervous-system
WBGene00005150,sre-2,muscular-system
WBGene00005160,srg-2,nervous-system
WBGene00005162,srg-4,nervous-system
WBGene00005163,srg-5,nervous-system
WBGene00005168,srg-10,nervous-system
WBGene00005170,srg-13,nervous-system
WBGene00005171,srg-14,nervous-system
WBGene00005172,srg-15,nervous-system
WBGene00005180,srg-23,nervous-system
WBGene00005182,srg-25,nervous-system
WBGene00005184,srg-27,nervous-system
WBGene00005185,srg-28,nervous-system
WBGene00005187,srg-30,nervous-system
WBGene00005189,srg-32,nervous-system
WBGene00005191,srg-34,reproductive-system
WBGene00005193,srg-36,nervous-system
WBGene00005194,srg-37,nervous-system
WBGene00005195,srg-38,nervous-system
WBGene00005197,srg-40,nervous-system
WBGene00005198,srg-41,nervous-system
WBGene00005199,srg-42,nervous-system
WBGene00005201,srg-44,reproductive-system
WBGene00005202,srg-45,nervous-system
WBGene00005204,srg-47,nervous-system
WBGene00005205,srg-48,intestine
WBGene00005207,srg-50,nervous-system
WBGene00005210,srg-53,nervous-system
WBGene00005211,srg-54,nervous-system
WBGene00005213,srg-56,nervous-system
WBGene00005215,srg-58,nervous-system
WBGene00005218,srg-61,nervous-system
WBGene00005219,srg-62,nervous-system
WBGene00005221,srg-64,nervous-system
WBGene00005222,srg-65,nervous-system
WBGene00005223,srg-66,nervous-system
WBGene00005229,srh-3,nervous-system
WBGene00005230,srh-4,nervous-system
WBGene00005231,srh-5,nervous-system
WBGene00005236,srh-10,nervous-system
WBGene00005243,srh-18,nervous-system
WBGene00005245,srh-20,nervous-system
WBGene00005246,srh-21,nervous-system
WBGene00005247,srh-22,reproductive-system
WBGene00005250,srh-27,nervous-system
WBGene00005251,srh-28,nervous-system
WBGene00005253,srh-30,nervous-system
WBGene00005254,srh-31,nervous-system
WBGene00005258,srh-35,intestine
WBGene00005262,srh-39,intestine
WBGene00005267,srh-44,nervous-system
WBGene00005271,srh-48,intestine
WBGene00005275,srh-52,nervous-system
WBGene00005279,srh-56,nervous-system
WBGene00005280,srh-57,nervous-system
WBGene00005281,srh-59,nervous-system
WBGene00005283,srh-61,nervous-system
WBGene00005284,srh-62,nervous-system
WBGene00005289,srh-68,nervous-system
WBGene00005295,srh-74,nervous-system
WBGene00005297,srh-76,nervous-system
WBGene00005300,srh-79,nervous-system
WBGene00005308,srh-87,reproductive-system
WBGene00005315,srh-95,reproductive-system
WBGene00005318,srh-99,nervous-system
WBGene00005319,srh-100,nervous-system
WBGene00005330,srh-111,nervous-system
WBGene00005331,srh-112,nervous-system
WBGene00005341,srh-123,muscular-system
WBGene00005344,srh-127,nervous-system
WBGene00005345,srh-128,nervous-system
WBGene00005346,srh-129,nervous-system
WBGene00005348,srh-131,nervous-system
WBGene00005355,srh-138,nervous-system
WBGene00005356,srh-139,nervous-system
WBGene00005359,srh-142,nervous-system
WBGene00005362,srh-146,nervous-system
WBGene00005363,srh-147,intestine
WBGene00005375,srh-159,reproductive-system
WBGene00005382,srh-166,nervous-system
WBGene00005389,srh-173,muscular-system
WBGene00005392,srh-177,nervous-system
WBGene00005395,srh-180,nervous-system
WBGene00005397,srh-182,nervous-system
WBGene00005402,srh-187,nervous-system
WBGene00005406,srh-193,nervous-system
WBGene00005408,srh-195,intestine
WBGene00005410,srh-199,nervous-system
WBGene00005412,srh-201,nervous-system
WBGene00005415,srh-204,nervous-system
WBGene00005421,srh-211,nervous-system
WBGene00005423,srh-213,nervous-system
WBGene00005430,srh-220,nervous-system
WBGene00005441,srh-234,nervous-system
WBGene00005444,srh-237,intestine
WBGene00005452,srh-246,nervous-system
WBGene00005461,srh-255,nervous-system
WBGene00005477,srh-271,nervous-system
WBGene00005481,srh-276,nervous-system
WBGene00005484,srh-279,nervous-system
WBGene00005486,srh-281,nervous-system
WBGene00005492,srh-288,nervous-system
WBGene00005499,srh-295,muscular-system
WBGene00005502,srh-298,nervous-system
WBGene00005504,srh-300,nervous-system
WBGene00005514,sri-2,nervous-system
WBGene00005521,sri-9,nervous-system
WBGene00005522,sri-10,reproductive-system
WBGene00005523,sri-11,muscular-system
WBGene00005524,sri-12,nervous-system
WBGene00005529,sri-17,intestine
WBGene00005530,sri-18,nervous-system
WBGene00005532,sri-20,nervous-system
WBGene00005533,sri-21,nervous-system
WBGene00005536,sri-24,nervous-system
