seqnames	start	end	width	strand	len	wbps_gene_id	gene_name	chip_signal_mean	chip_signal_max	log_chip_signal_mean	log_chip_signal_max	IDR_mean	IDR_max	IDR_value	IDR_nlogq	IDR_logTEN_max	IDR_logTEN_mean	IDR_logTEN_value	baseMean	log2FoldChange	lfcSE	pvalue	padj	class
WBGene00016820	chrV	7600050	7601249	1200	-	1200	WBGene00016820	C50E3.9	-11.314693	-1.003486	6.49428831286662	6.33724554809263	NA	NA	NA	NA	NA	NA	NA	2.50665405801482	-0.520893135957416	1.09487333695885	0.188236413731346	0.307742627727559	classD
WBGene00006605	chrII	6965474	6966673	1200	-	1200	WBGene00006605	tra-2	-6.433282	6.222836	6.57036359052316	6.46074628190218	NA	NA	NA	NA	NA	NA	NA	5633.84862052654	-0.520959612009398	0.298124835071525	0.0678244041299347	0.142997727894716	classD
WBGene00001113	chrIV	9928031	9929230	1200	-	1200	WBGene00001113	dur-1	-2.095576	8.681849	6.63475533021706	6.50047129132475	NA	NA	NA	NA	NA	NA	NA	832.586234254198	-0.521101675781022	0.554602580485965	0.262335596171396	0.392782472008073	classD
WBGene00018442	chrII	1706286	1707485	1200	-	1200	WBGene00018442	sdz-18	-18.567607	10.602559	6.37328507346531	6.53075667728848	NA	NA	NA	NA	NA	NA	NA	160.511853611284	-0.521123818856843	0.767338468086644	0.333155463950858	0.4697369901468	classD
WBGene00206529	chrII	6851236	6852435	1200	+	1200	WBGene00206529	C04A2.15	7.850959	13.363451	6.77238316175839	6.57320548101595	NA	NA	NA	NA	NA	NA	NA	6.42969312796909	-0.521609134847988	0.927898391676186	0.317359427425081	0.453463088039305	classD
WBGene00008610	chrI	14277454	14278653	1200	-	1200	WBGene00008610	F09C3.2	1.82367	16.920969	6.69056247521336	6.62612311098671	NA	NA	NA	NA	NA	NA	NA	58.6629946079617	-0.521901614875682	0.57660106398174	0.274597883237306	0.40675042745758	classD
WBGene00004917	chrV	11979524	11980723	1200	-	1200	WBGene00004917	snr-4	91.910691	162.606018	7.59527560315166	7.93347473018826	149.301204	162.606018	119.336535157509	3.57760667736254	2.21113661466412	2.17406330999192	2.07677342429223	5966.70124433284	-0.52196868070776	0.32253636034036	0.0863511845216339	0.171547871286066	classB
WBGene00005542	chrII	3045175	3046374	1200	+	1200	WBGene00005542	sri-30	-18.816829	-9.597672	6.36894132595582	6.17511973938793	NA	NA	NA	NA	NA	NA	NA	47.6407675880101	-0.522496387708768	0.585228375388642	0.276722739677142	0.409015811305762	classD
WBGene00011462	chrX	10792336	10793535	1200	-	1200	WBGene00011462	vap-2	-12.696975	4.805033	6.47199644039786	6.43733468510747	NA	NA	NA	NA	NA	NA	NA	21.5442967926301	-0.522507945921769	0.74815734693041	0.329565905862283	0.466317590115319	classD
WBGene00004346	chrII	6098800	6099999	1200	+	1200	WBGene00004346	rgs-3	-2.216299	2.208832	6.63300157841976	6.39345435079359	NA	NA	NA	NA	NA	NA	NA	165.502016477466	-0.522644104547724	0.62443424409685	0.295168429366835	0.42940137791981	classD
WBGene00043948	chrIII	8344137	8345336	1200	-	1200	WBGene00043948	ZC262.7	0	0	6.66486306214151	6.35504078009806	NA	NA	NA	NA	NA	NA	NA	11.0654324186113	-0.522771654034369	0.887727654334737	0.321994082700778	0.458515459423048	classD
WBGene00016945	chrI	6481440	6482639	1200	+	1200	WBGene00016945	sulp-1	-1.905356	8.942928	6.63751435122789	6.50462546089375	NA	NA	NA	NA	NA	NA	NA	54.7400286066155	-0.52298813352887	0.698635631226919	0.31838022221125	0.454581011123459	classD
WBGene00009381	chrX	9647524	9648723	1200	+	1200	WBGene00009381	F34H10.4	-10.552727	-4.65728	6.50643074401029	6.27053101672054	NA	NA	NA	NA	NA	NA	NA	19.2283058938613	-0.523037613421259	0.78624736082651	0.329821725356436	0.466515774376352	classD
WBGene00269379	chrII	6202811	6204010	1200	-	1200	WBGene00269379	C30B5.17	-11.073484	-4.441551	6.49814320398911	6.27455688026729	NA	NA	NA	NA	NA	NA	NA	2.30633715586337	-0.523154472524061	1.14062311801057	0.134588621508589	NA	classD
WBGene00000286	chrII	8959714	8960913	1200	+	1200	WBGene00000286	cal-2	-0.110479	14.763318	6.66329137132199	6.59426053415115	NA	NA	NA	NA	NA	NA	NA	101.790974687085	-0.523487183157428	0.61626523573953	0.291417980021604	0.42525647348737	classD
WBGene00008307	chrV	18818766	18819965	1200	+	1200	WBGene00008307	ncs-5	11.231362	34.349895	6.81631938280319	6.86055671588838	NA	NA	NA	NA	NA	NA	NA	39.6315223433163	-0.523502662416146	0.556937028489435	0.262267224720034	0.392710080590789	classD
WBGene00005810	chrIV	14015745	14016944	1200	-	1200	WBGene00005810	srw-63	-20.303534	-13.492887	6.34275391295967	6.09517554287291	NA	NA	NA	NA	NA	NA	NA	4.73451514642113	-0.523549446227998	1.1028569395719	0.201666059367994	0.324081646854454	classD
WBGene00255594	chrI	216928	218127	1200	+	1200	WBGene00255594	Y48G1BL.8	-5.210353	8.090029	6.58881033742446	6.4910099955238	NA	NA	NA	NA	NA	NA	NA	36.4683216294145	-0.524015488868734	0.545271379261277	0.255707445451157	0.385896447057257	classD
WBGene00044356	chrV	8310510	8311709	1200	+	1200	WBGene00044356	W02D7.12	-17.020666	-7.360084	6.39995841266931	6.21911636948274	NA	NA	NA	NA	NA	NA	NA	2.44003167431794	-0.524143155239456	1.15232305112544	0.117200320406841	NA	classD
WBGene00077773	chrI	9157801	9159000	1200	+	1200	WBGene00077773	F25H5.10	0.802746	15.725888	6.67623191599653	6.60856205650301	NA	NA	NA	NA	NA	NA	NA	110.207608373942	-0.524423142675466	0.498800056217922	0.226137091440485	0.352804081412161	classD
WBGene00019284	chrII	322899	324098	1200	-	1200	WBGene00019284	K01A2.10	17.077429	28.3512	6.88928086611462	6.78409287929184	NA	NA	NA	NA	NA	NA	NA	137.400375850097	-0.524428596427254	0.437085085235751	0.181986240502307	0.300623547528215	classD
WBGene00013829	chrV	19898467	19899666	1200	+	1200	WBGene00013829	Y116F11B.14	16.226534	52.81963	6.87888804006045	7.07335990458827	NA	NA	NA	NA	NA	NA	NA	23.234973452703	-0.524929616024034	0.691203716074241	0.313828551681043	0.449697193740228	classD
WBGene00022647	chrX	17464702	17465901	1200	-	1200	WBGene00022647	slc-17.1	-27.394864	-16.777897	6.21085393237686	6.02413112883375	NA	NA	NA	NA	NA	NA	NA	765.797832543962	-0.52516213836012	0.370439340598569	0.126313621140326	0.22878524010032	classD
WBGene00018473	chrIV	7650459	7651658	1200	+	1200	WBGene00018473	cima-1	4.951697	13.106141	6.73360428214869	6.56930168934615	NA	NA	NA	NA	NA	NA	NA	420.524973861724	-0.525535450005302	0.441563706232681	0.184295696288083	0.302998808633233	classD
WBGene00000510	chrX	4285124	4286323	1200	+	1200	WBGene00000510	cka-2	-5.727994	0.974392	6.58103097430145	6.37211253867844	NA	NA	NA	NA	NA	NA	NA	207.16392890271	-0.525777327544868	0.583074226296667	0.274599404335014	0.40675042745758	classD
WBGene00015071	chrV	5262900	5264099	1200	-	1200	WBGene00015071	cest-30	-0.417085	6.074015	6.65892055735048	6.45830663213376	NA	NA	NA	NA	NA	NA	NA	2.66629883682889	-0.526065386954378	1.21305820344387	0.0600825711800908	0.130620655190235	classD
WBGene00006068	chrX	11631407	11632606	1200	+	1200	WBGene00006068	sto-6	-9.884022	-1.284313	6.5170034454593	6.33222596435971	NA	NA	NA	NA	NA	NA	NA	104.036205301851	-0.526079198890306	0.790242425017877	0.32956950514995	0.466317590115319	classD
WBGene00011896	chrV	10594711	10595910	1200	-	1200	WBGene00011896	T21C9.11	-2.963479	8.82079	6.62209955209961	6.50268354586239	NA	NA	NA	NA	NA	NA	NA	20.5252721602618	-0.526182962584937	0.882041913870597	0.320141475423015	0.45650708098488	classD
WBGene00019287	chrX	8624991	8626190	1200	-	1200	WBGene00019287	K01A12.3	-9.640719	8.342436	6.52083109562474	6.49505276133386	NA	NA	NA	NA	NA	NA	NA	14.5037671779158	-0.526426539984035	0.866567294444409	0.337357100077747	0.474263342956201	classD
WBGene00005705	chrV	15645822	15647021	1200	+	1200	WBGene00005705	sru-42	-10.538231	-6.628165	6.50666075960386	6.23322134208233	NA	NA	NA	NA	NA	NA	NA	2.05553292131949	-0.526641186154989	1.20292434963775	0.0896293514892311	NA	classD
WBGene00010332	chrX	15647170	15648369	1200	-	1200	WBGene00010332	F59D12.5	24.366616	49.781654	6.97537057043721	7.04044365508738	NA	NA	NA	NA	NA	NA	NA	240.377442643482	-0.526711119316001	0.375492134376108	0.129637494555291	0.233294093945478	classD
WBGene00019369	chrIV	1521125	1522324	1200	-	1200	WBGene00019369	K03H6.4	-18.289175	-0.633659	6.37812251130564	6.34382941141576	NA	NA	NA	NA	NA	NA	NA	6.36332155337178	-0.52734764108036	0.939320744887821	0.316818422657561	0.452888021427403	classD
WBGene00044724	chrX	4101926	4103125	1200	-	1200	WBGene00044724	R02E4.3	-9.626572	-1.48586	6.52105334455733	6.32861265899697	NA	NA	NA	NA	NA	NA	NA	188.220822218743	-0.527518427535406	0.770203393043506	0.327105126524554	0.464008096597426	classD
WBGene00001588	chrII	5129381	5130580	1200	+	1200	WBGene00001588	ggr-3	-29.539036	-6.310137	6.16847560742866	6.2393074119905	NA	NA	NA	NA	NA	NA	NA	39.727788912201	-0.527921633221654	0.822008488069549	0.329824321570148	0.466515774376352	classD
WBGene00011581	chrI	12606049	12607248	1200	-	1200	WBGene00011581	T07D10.1	-0.092578	23.04587	6.66354614990058	6.71291571569185	NA	NA	NA	NA	NA	NA	NA	15.3399908980889	-0.527985686626105	0.865332134518571	0.320786576791979	0.457094654355094	classD
WBGene00011463	chrX	10794548	10795747	1200	-	1200	WBGene00011463	T05A10.6	-15.233961	-1.407715	6.43016443551615	6.33001470559203	NA	NA	NA	NA	NA	NA	NA	3.07765984233647	-0.52832313569662	1.17701184721041	0.162710358071446	0.276875214771517	classD
WBGene00007285	chrX	13659506	13660705	1200	+	1200	WBGene00007285	C04A11.1	-0.139179	9.578237	6.66288280049124	6.51468451753958	NA	NA	NA	NA	NA	NA	NA	79.0001744379044	-0.528549963911446	0.845476703079699	0.328302915699816	0.465101725426954	classD
WBGene00004117	chrI	8415816	8417015	1200	+	1200	WBGene00004117	sin-3	16.185376	39.21056	6.87838343324315	6.91967319640296	NA	NA	NA	NA	NA	NA	NA	6769.29476649151	-0.528832464676437	0.305521511063283	0.0641544448139875	0.137221949899842	classD
WBGene00000454	chrV	5324467	5325666	1200	-	1200	WBGene00000454	ceh-33	-11.931641	5.357346	6.48438141237544	6.44650002805976	NA	NA	NA	NA	NA	NA	NA	34.9292020721888	-0.528993796687595	0.768791038735204	0.328838352861309	0.465725716876432	classD
WBGene00015974	chrI	4192241	4193440	1200	+	1200	WBGene00015974	snrp-40.2	-2.356667	10.13083	6.63095975818747	6.52337723222179	NA	NA	NA	NA	NA	NA	NA	274.816562783955	-0.529106620471377	0.365667691229399	0.119953147390974	0.219866752072477	classD
WBGene00007075	chrX	229275	230474	1200	-	1200	WBGene00007075	AC8.3	0	0	6.66486306214151	6.35504078009806	NA	NA	NA	NA	NA	NA	NA	23.5581233647552	-0.529189941376539	0.681612919278806	0.308784446537512	0.444635848725324	classD
WBGene00019861	chrX	403897	405096	1200	+	1200	WBGene00019861	R04A9.1	-5.84562	17.3804	6.57925736863014	6.63281771656657	NA	NA	NA	NA	NA	NA	NA	2.87928187277978	-0.52921630759431	1.14423502293002	0.251415904966899	0.381736457657591	classD
WBGene00000396	chrIII	4519357	4520556	1200	+	1200	WBGene00000396	cdh-4	8.249354	20.186934	6.77763133033795	6.67305214165037	NA	NA	NA	NA	NA	NA	NA	35879.732743892	-0.529479569342061	0.349563340067744	0.104620716605396	0.198801660094771	classD
WBGene00003590	chrIII	4441081	4442280	1200	+	1200	WBGene00003590	nex-3	-2.551469	15.76132	6.62812133387258	6.60908579677072	NA	NA	NA	NA	NA	NA	NA	125.556283095142	-0.529494750493325	0.535018353824084	0.245085238287169	0.374793533741193	classD
WBGene00003575	chrV	7932899	7934098	1200	-	1200	WBGene00003575	ncx-10	-27.472276	-14.841207	6.20934539341118	6.06643763459278	NA	NA	NA	NA	NA	NA	NA	3.54939982074759	-0.529539368864938	1.10562759612949	0.208541367437904	0.331953910032379	classD
WBGene00000659	chrII	11867534	11868733	1200	+	1200	WBGene00000659	col-84	11.758675	28.478304	6.82305399153383	6.7857557864032	NA	NA	NA	NA	NA	NA	NA	126.734637553719	-0.529587506814592	0.598576343519866	0.278198330254253	0.410732559247793	classD
WBGene00018434	chrII	1729403	1730602	1200	+	1200	WBGene00018434	ceh-81	-3.544365	10.679558	6.61356661486492	6.5319576280338	NA	NA	NA	NA	NA	NA	NA	15.1075388085804	-0.529624099078073	0.813157435384429	0.322628562005662	0.459052347854847	classD
WBGene00020562	chrIII	620055	621254	1200	-	1200	WBGene00020562	T19C3.4	7.430602	15.837947	6.76682490401616	6.61021781363419	NA	NA	NA	NA	NA	NA	NA	2700.1968304757	-0.530284733664607	0.259530225085576	0.0331758389291144	0.0833069907509474	classD
WBGene00022553	chrII	1665325	1666524	1200	+	1200	WBGene00022553	ZC204.1	-16.015937	-4.977662	6.41702211040857	6.26453134552757	NA	NA	NA	NA	NA	NA	NA	11.4993047225413	-0.530865273570788	0.912147634257688	0.312923828647666	0.448923930302467	classD
WBGene00011974	chrIII	3804278	3805477	1200	-	1200	WBGene00011974	xbx-5	-9.937863	4.073636	6.51615504317618	6.42510723226849	NA	NA	NA	NA	NA	NA	NA	114.336010558376	-0.531022764175528	0.67441074380384	0.304500386508099	0.439928593176919	classD
WBGene00011141	chrX	11116624	11117823	1200	-	1200	WBGene00011141	nlp-66	4.768087	14.75476	6.73111296551161	6.59413274445567	NA	NA	NA	NA	NA	NA	NA	24.1677719298321	-0.531276672692499	0.712878563664513	0.312836733466071	0.448831811147942	classD
WBGene00023414	chrIII	7045544	7046743	1200	-	1200	WBGene00023414	R01H2.7	-0.733021	6.918273	6.65440284439029	6.47209234085087	NA	NA	NA	NA	NA	NA	NA	35.7142160764002	-0.531340297126435	0.869570962828225	0.324019179646455	0.460563242958589	classD
WBGene00009448	chrII	9556650	9557849	1200	+	1200	WBGene00009448	zfp-2	14.206478	49.719475	6.85391103851325	7.03976204479813	NA	NA	NA	NA	NA	NA	NA	1623.72147614524	-0.531522700027976	0.237247825403466	0.020850926684175	0.0579770450784531	classD
WBGene00011206	chrIII	4300840	4302039	1200	-	1200	WBGene00011206	R10E4.11	26.163959	47.399754	6.99583154931236	7.01410022096221	NA	NA	NA	NA	NA	NA	NA	1345.2060591865	-0.531659043298946	0.310774686433618	0.0712948215834669	0.148700194655266	classD
WBGene00014077	chrIV	11681806	11683005	1200	-	1200	WBGene00014077	ZK792.4	-19.31981	9.007181	6.36013471945974	6.50564599367603	NA	NA	NA	NA	NA	NA	NA	90.6335658470049	-0.531901608019932	0.617381183102319	0.285555962980742	0.418789790481851	classD
WBGene00009006	chrIV	8724722	8725921	1200	+	1200	WBGene00009006	F21D5.1	31.597853	50.835728	7.05598290538985	7.05194974931504	NA	NA	NA	NA	NA	NA	NA	1358.13956032494	-0.531976628289786	0.290980450484128	0.0532261042297433	0.119435307087507	classD
WBGene00016238	chrIII	8224097	8225296	1200	+	1200	WBGene00016238	mob-4	3.641846	33.715549	6.71573668579723	6.85265983763285	NA	NA	NA	NA	NA	NA	NA	2941.74430242901	-0.531993464131042	0.295690361676455	0.0595571286587175	0.129823685431439	classD
WBGene00044949	chrX	10372465	10373664	1200	-	1200	WBGene00044949	Y49A10A.2	56.320786	111.482277	7.30183932811159	7.59499385916861	95.210715	111.482277	113.342687054176	3.57760667736254	2.04720583049728	1.97868582657264	2.0543935043966	3261.85366393037	-0.532463839662412	0.310196934349079	0.0687117149742606	0.144371888324065	classB
WBGene00007992	chrI	14156611	14157810	1200	+	1200	WBGene00007992	fipr-24	20.463593	48.561943	6.92991324059123	7.02701394736761	NA	NA	NA	NA	NA	NA	NA	2.89808930481726	-0.532862784706526	1.15058977768554	0.127028545485576	0.229761885941912	classD
WBGene00020748	chrV	3535161	3536360	1200	-	1200	WBGene00020748	nhr-221	-2.669053	3.915352	6.62640533226261	6.42244735349544	NA	NA	NA	NA	NA	NA	NA	94.3065783423116	-0.533061393803701	0.475086019184542	0.203095246118762	0.325450176255997	classD
WBGene00014144	chrX	9462345	9463544	1200	+	1200	WBGene00014144	ZK899.6	-10.154212	-1.839658	6.51274087359135	6.32224785083922	NA	NA	NA	NA	NA	NA	NA	339.06432641909	-0.533397104240152	0.705634836343849	0.310509172021581	0.446341289852055	classD
WBGene00010661	chrIII	13743222	13744421	1200	+	1200	WBGene00010661	tyr-2	-9.205294	-0.047463	6.5276559673401	6.35420402616253	NA	NA	NA	NA	NA	NA	NA	110.12559678787	-0.533632916563296	0.525970647407852	0.236214713887391	0.364430534224383	classD
WBGene00010329	chrX	15665761	15666960	1200	+	1200	WBGene00010329	pcdr-1	-0.007296	17.629402	6.66475932093845	6.63643311362858	NA	NA	NA	NA	NA	NA	NA	199.931833600084	-0.534068120057226	0.519193054396093	0.232100427568571	0.359761165349293	classD
WBGene00045396	chrI	14029013	14030212	1200	-	1200	WBGene00045396	ZC334.12	-12.007724	0.301168	6.48315495221099	6.3603389729677	NA	NA	NA	NA	NA	NA	NA	2.71288096790511	-0.534141027601474	1.20714337013244	0.0898193956231271	0.1767905294282	classD
WBGene00001580	chrIV	12403431	12404630	1200	+	1200	WBGene00001580	gex-3	60.075159	74.984467	7.33576457608767	7.29316682748089	NA	NA	NA	NA	NA	NA	NA	3633.23780044924	-0.534141838698104	0.253761159020328	0.029030871026323	0.0752194853778468	classD
WBGene00013102	chrIV	16532661	16533860	1200	+	1200	WBGene00013102	Y51H4A.6	0.294282	2.972383	6.66904122641339	6.40649881324912	NA	NA	NA	NA	NA	NA	NA	2.50615418260054	-0.534153141081589	1.12153856050516	0.194708117857711	NA	classD
WBGene00001159	chrII	8345684	8346883	1200	+	1200	WBGene00001159	eff-1	-13.945176	7.935259	6.45156658107022	6.48852545252052	NA	NA	NA	NA	NA	NA	NA	278.422389300704	-0.534156792731928	0.442638553528901	0.178917095310231	0.297195114110337	classD
WBGene00044634	chrIII	7919123	7920322	1200	+	1200	WBGene00044634	C29E4.14	-20.675497	-7.416268	6.33612698624517	6.21802791458199	NA	NA	NA	NA	NA	NA	NA	3.53964463038794	-0.534861601636125	1.0641352216497	0.235559055055131	0.363770986997193	classD
WBGene00008256	chrII	10731453	10732652	1200	-	1200	WBGene00008256	glb-12	-9.409171	8.206246	6.52446440880026	6.49287283345894	NA	NA	NA	NA	NA	NA	NA	20.616658409887	-0.535215299045008	0.771254070923398	0.321566129842991	0.458006153627612	classD
WBGene00019364	chrX	1068930	1070129	1200	-	1200	WBGene00019364	mksr-1	4.864418	26.496462	6.73242057141208	6.75960664551512	NA	NA	NA	NA	NA	NA	NA	67.3354117879435	-0.535340584668543	0.689741932260857	0.306045759194425	0.441510850311816	classD
WBGene00008619	chrV	16903912	16905111	1200	+	1200	WBGene00008619	nhr-262	-15.317154	5.290613	6.42877192485371	6.44539571675665	NA	NA	NA	NA	NA	NA	NA	7.56441354566252	-0.535553322892159	0.951810079724319	0.308041126821436	0.443834471569504	classD
WBGene00012414	chrX	15821552	15822751	1200	+	1200	WBGene00012414	Y7A5A.8	-1.86076	12.791294	6.63816042525447	6.56451055689497	NA	NA	NA	NA	NA	NA	NA	2.06594132615588	-0.53576564613582	1.12486458251283	0.156151589175047	NA	classD
WBGene00003591	chrV	4850438	4851637	1200	+	1200	WBGene00003591	nex-4	-19.049236	-9.245999	6.36487883238558	6.18212400526515	NA	NA	NA	NA	NA	NA	NA	85.6602964238548	-0.535964520799795	0.489164240251396	0.211148756894841	0.335287541915107	classD
WBGene00011224	chrIV	10409278	10410477	1200	-	1200	WBGene00011224	R10H10.6	4.479519	23.537733	6.72718880907588	6.7196643134506	NA	NA	NA	NA	NA	NA	NA	219.310879637987	-0.535991186629413	0.383926403984813	0.129647477516351	0.233294093945478	classD
WBGene00001967	chrX	17550055	17551254	1200	+	1200	WBGene00001967	hlh-28	6.156826	17.625433	6.74985017792971	6.63637555653314	NA	NA	NA	NA	NA	NA	NA	4.61379100181231	-0.536109494689603	1.13974506871368	0.2679089994362	0.398874078863035	classD
WBGene00022473	chrI	4534606	4535805	1200	-	1200	WBGene00022473	bet-1	19.841765	49.690109	6.92253686806491	7.03944002078043	NA	NA	NA	NA	NA	NA	NA	11696.343186721	-0.536180126493286	0.289726356854329	0.0560537033445807	0.124006015948636	classD
WBGene00077582	chrV	15028469	15029668	1200	+	1200	WBGene00077582	F14H8.8	51.190256	89.680656	7.2541498780942	7.42238479025717	NA	NA	NA	NA	NA	NA	NA	4.36170248604228	-0.536414268499699	1.05612955518039	0.239621431716242	0.368404527637626	classD
WBGene00018360	chrIV	8114762	8115961	1200	+	1200	WBGene00018360	irld-8	-17.612781	1.617175	6.38980695988842	6.38326478235185	NA	NA	NA	NA	NA	NA	NA	9.71418823415863	-0.536526590977781	0.92976389441939	0.306778018188831	0.442323696835129	classD
WBGene00017817	chrI	6308114	6309313	1200	+	1200	WBGene00017817	F26B1.5	1.212291	13.805785	6.68199774779808	6.57989178421898	NA	NA	NA	NA	NA	NA	NA	2.57965104537756	-0.536560645137642	1.21157350703829	0.0848844585190238	0.169359061315653	classD
WBGene00006459	chrIV	11393543	11394742	1200	+	1200	WBGene00006459	tag-89	-12.342057	-1.839285	6.47775310267904	6.32225457589848	NA	NA	NA	NA	NA	NA	NA	36.2638878993231	-0.536644556993893	0.745872493359457	0.3198930428828	0.456219162590216	classD
WBGene00006736	chrIII	5169600	5170799	1200	-	1200	WBGene00006736	ulp-1	-14.771939	8.903286	6.43787354067614	6.50399546525614	NA	NA	NA	NA	NA	NA	NA	3543.97891413231	-0.536657030458854	0.322815008293588	0.0777128806466047	0.158447031289242	classD
WBGene00044501	chrIV	5690030	5691229	1200	+	1200	WBGene00044501	C55C3.8	-21.550205	7.75637	6.32042209127843	6.48564838299705	NA	NA	NA	NA	NA	NA	NA	7.8575702048911	-0.536780067330836	0.986068204000439	0.285592680071105	0.418812323507637	classD
WBGene00008568	chrI	12957852	12959051	1200	-	1200	WBGene00008568	F08A8.5	-9.982677	13.281624	6.5154485036466	6.5719651836524	NA	NA	NA	NA	NA	NA	NA	32.8392411614913	-0.537078807576678	0.606329810641693	0.272547730993204	0.404368471686892	classD
WBGene00012304	chrV	17739702	17740901	1200	-	1200	WBGene00012304	cutl-4	-11.478615	-0.702175	6.49166269611059	6.34261191739323	NA	NA	NA	NA	NA	NA	NA	35.5052009044502	-0.537278470268682	0.893728264943039	0.315672514418433	0.451692211584822	classD
WBGene00016872	chrX	1294253	1295452	1200	+	1200	WBGene00016872	dop-4	-24.95584	-18.804291	6.25759335080727	5.97849539715669	NA	NA	NA	NA	NA	NA	NA	20.9726659503297	-0.537325418961318	0.734178019357582	0.318249859836174	0.454470531549087	classD
WBGene00015375	chrX	6363496	6364695	1200	+	1200	WBGene00015375	C03B1.4	-21.381624	-18.325243	6.3234621982679	5.98941489187213	NA	NA	NA	NA	NA	NA	NA	3.3564214055292	-0.537556196661213	1.03221370095701	0.270566888915532	0.401916007209122	classD
WBGene00009262	chrI	9494356	9495555	1200	-	1200	WBGene00009262	F30A10.3	0.299291	6.769368	6.66911223868912	6.46967045109445	NA	NA	NA	NA	NA	NA	NA	692.720496922401	-0.537567762700953	0.307793523462767	0.0658612713802385	0.139760140306394	classD
WBGene00019522	chrV	6234176	6235375	1200	+	1200	WBGene00019522	K08B12.3	12.141612	50.894505	6.82792506388566	7.05258865592855	NA	NA	NA	NA	NA	NA	NA	319.25591799491	-0.537831247031052	0.423980167726982	0.162072785705726	0.276089596910901	classD
WBGene00017908	chrI	3994737	3995936	1200	+	1200	WBGene00017908	F28H1.1	51.896947	228.660934	7.26081309717352	8.27853460027046	193.922032	228.660934	122.03192073705	3.57760667736254	2.35919197310061	2.28762715323786	2.08647344695901	5159.63836339642	-0.537981757733892	0.353479937412516	0.098854479206204	0.190427396891621	classB
WBGene00017483	chrIV	4300306	4301505	1200	+	1200	WBGene00017483	lgc-22	-14.941881	11.925618	6.43504274693181	6.55125466313074	NA	NA	NA	NA	NA	NA	NA	658.725684306419	-0.538460141030554	0.908777478421218	0.311801477021405	0.447683032492862	classD
WBGene00019814	chrV	237995	239194	1200	-	1200	WBGene00019814	R02C2.1	-3.774476	14.69948	6.61017238874595	6.59330702009043	NA	NA	NA	NA	NA	NA	NA	639.430909717339	-0.538564736920843	0.568856633099423	0.256270207329034	0.386433891940857	classD
WBGene00003519	chrIII	10151795	10152994	1200	+	1200	WBGene00003519	nac-3	10.741357	23.930817	6.81003294945657	6.72503501185759	NA	NA	NA	NA	NA	NA	NA	205.247370946117	-0.538630902531931	0.543407466139135	0.240827616045073	0.36969498795555	classD
WBGene00007943	chrX	11222448	11223647	1200	-	1200	WBGene00007943	C34F6.9	24.995393	46.657753	6.98256162530572	7.00579456387383	NA	NA	NA	NA	NA	NA	NA	2346.56389271965	-0.538778337141474	0.300735988046783	0.0592611491790887	0.129336617336001	classD
WBGene00022300	chrIV	1980396	1981595	1200	+	1200	WBGene00022300	Y76B12C.6	77.853441	149.476395	7.48639403439577	7.85383217488009	127.734546	149.476395	153.220632198622	3.57760667736254	2.17457261519789	2.10630836874484	2.18531724993556	1779.77421655621	-0.538788712131134	0.355853660222403	0.102437949873302	0.195395744791658	classB
WBGene00002133	chrV	12486234	12487433	1200	+	1200	WBGene00002133	inx-11	-23.962827	-8.735525	6.27619720834443	6.19223098194905	NA	NA	NA	NA	NA	NA	NA	267.941897394889	-0.53931345570043	0.402229955649891	0.142692964485045	0.250831672827539	classD
WBGene00016627	chrII	6872394	6873593	1200	-	1200	WBGene00016627	C44B7.5	-12.738602	-2.655507	6.47131975557053	6.30746284343883	NA	NA	NA	NA	NA	NA	NA	8.86804655336499	-0.539382608380869	0.919054646426808	0.30494719898284	0.440375042372267	classD
WBGene00013007	chrII	13584705	13585904	1200	+	1200	WBGene00013007	Y48E1B.8	14.811482	25.961357	6.86143708159347	6.75246425186244	NA	NA	NA	NA	NA	NA	NA	23.3600712825427	-0.539565340302677	0.921281036062087	0.301182610092715	0.436259930164575	classD
WBGene00000429	chrI	6050252	6051451	1200	-	1200	WBGene00000429	ceh-2	-4.35915	22.13245	6.60151212732125	6.70029878492184	NA	NA	NA	NA	NA	NA	NA	125.178398958847	-0.53965758473126	0.542775007281598	0.240359861609155	0.369150287808469	classD
WBGene00005621	chrV	637628	638827	1200	+	1200	WBGene00005621	srj-37	-12.328482	-2.251857	6.47797282962338	6.31479682209899	NA	NA	NA	NA	NA	NA	NA	19.7700611774362	-0.539701690097191	0.773818543811874	0.313099751852238	0.449087770526	classD
WBGene00008932	chrII	13014087	13015286	1200	-	1200	WBGene00008932	F18A11.5	39.688282	64.250023	7.14113662710163	7.19088557715398	NA	NA	NA	NA	NA	NA	NA	208.340916766751	-0.539856132538504	0.482367699461372	0.204599022773571	0.327325059761894	classD
WBGene00017653	chrV	9127073	9128272	1200	+	1200	WBGene00017653	F21C10.3	-15.315012	3.104354	6.42880779518781	6.40874149234997	NA	NA	NA	NA	NA	NA	NA	131.670631016827	-0.539860696959333	0.598387493321896	0.268694761967681	0.399619279741742	classD
WBGene00016724	chrX	1208396	1209595	1200	+	1200	WBGene00016724	C46H3.1	-16.571935	6.864618	6.40760433399412	6.47122012879909	NA	NA	NA	NA	NA	NA	NA	22.4187081647702	-0.539971140340198	0.587320824333221	0.261889476454337	0.392319590248398	classD
