Gene stable ID,Genome project,Gene name,Transcript biotype
WBGene00021222,caenorhabditis_elegans_prjna13758,irld-53,protein_coding
WBGene00021222,caenorhabditis_elegans_prjna13758,irld-53,protein_coding
WBGene00021222,caenorhabditis_elegans_prjna13758,irld-53,ncRNA
WBGene00021222,caenorhabditis_elegans_prjna13758,irld-53,ncRNA
WBGene00021222,caenorhabditis_elegans_prjna13758,irld-53,ncRNA
WBGene00021222,caenorhabditis_elegans_prjna13758,irld-53,ncRNA
WBGene00021222,caenorhabditis_elegans_prjna13758,irld-53,protein_coding
WBGene00021222,caenorhabditis_elegans_prjna13758,irld-53,protein_coding
WBGene00021223,caenorhabditis_elegans_prjna13758,Y19D10A.8,protein_coding
WBGene00021223,caenorhabditis_elegans_prjna13758,Y19D10A.8,protein_coding
WBGene00021224,caenorhabditis_elegans_prjna13758,clec-209,protein_coding
WBGene00021225,caenorhabditis_elegans_prjna13758,Y19D10A.10,pseudogene
WBGene00021226,caenorhabditis_elegans_prjna13758,Y19D10A.11,protein_coding
WBGene00021226,caenorhabditis_elegans_prjna13758,Y19D10A.11,protein_coding
WBGene00021226,caenorhabditis_elegans_prjna13758,Y19D10A.11,ncRNA
WBGene00021227,caenorhabditis_elegans_prjna13758,mct-1,protein_coding
WBGene00021227,caenorhabditis_elegans_prjna13758,mct-1,protein_coding
WBGene00021227,caenorhabditis_elegans_prjna13758,mct-1,protein_coding
WBGene00021228,caenorhabditis_elegans_prjna13758,str-265,protein_coding
WBGene00021230,caenorhabditis_elegans_prjna13758,Y19D10B.1,pseudogene
WBGene00021232,caenorhabditis_elegans_prjna13758,irld-15,protein_coding
WBGene00021233,caenorhabditis_elegans_prjna13758,Y19D10B.4,pseudogene
WBGene00021234,caenorhabditis_elegans_prjna13758,irld-16,pseudogene
WBGene00021235,caenorhabditis_elegans_prjna13758,Y19D10B.6,protein_coding
WBGene00021236,caenorhabditis_elegans_prjna13758,pud-1.2,protein_coding
WBGene00021237,caenorhabditis_elegans_prjna13758,crtc-1,protein_coding
WBGene00021238,caenorhabditis_elegans_prjna13758,gap-3,protein_coding
WBGene00021238,caenorhabditis_elegans_prjna13758,gap-3,protein_coding
WBGene00021239,caenorhabditis_elegans_prjna13758,Y20F4.4,protein_coding
WBGene00021239,caenorhabditis_elegans_prjna13758,Y20F4.4,protein_coding
WBGene00021241,caenorhabditis_elegans_prjna13758,Y22D7AL.1,protein_coding
WBGene00021243,caenorhabditis_elegans_prjna13758,Y22D7AL.3,protein_coding
WBGene00021244,caenorhabditis_elegans_prjna13758,Y22D7AL.4,protein_coding
WBGene00021245,caenorhabditis_elegans_prjna13758,Y22D7AL.6,protein_coding
WBGene00021245,caenorhabditis_elegans_prjna13758,Y22D7AL.6,protein_coding
WBGene00021246,caenorhabditis_elegans_prjna13758,Y22D7AL.7,protein_coding
WBGene00021247,caenorhabditis_elegans_prjna13758,Y22D7AL.9,protein_coding
WBGene00021247,caenorhabditis_elegans_prjna13758,Y22D7AL.9,protein_coding
WBGene00021248,caenorhabditis_elegans_prjna13758,Y22D7AL.10,protein_coding
WBGene00021249,caenorhabditis_elegans_prjna13758,Y22D7AL.11,protein_coding
WBGene00021249,caenorhabditis_elegans_prjna13758,Y22D7AL.11,protein_coding
WBGene00021250,caenorhabditis_elegans_prjna13758,Y22D7AL.12,protein_coding
WBGene00021251,caenorhabditis_elegans_prjna13758,Y22D7AL.13,protein_coding
WBGene00021252,caenorhabditis_elegans_prjna13758,cht-4,protein_coding
WBGene00021253,caenorhabditis_elegans_prjna13758,Y22D7AL.15,protein_coding
WBGene00021254,caenorhabditis_elegans_prjna13758,Y22D7AL.16,protein_coding
WBGene00021256,caenorhabditis_elegans_prjna13758,Y22D7AR.2,protein_coding
WBGene00021257,caenorhabditis_elegans_prjna13758,Y22D7AR.3,protein_coding
WBGene00021259,caenorhabditis_elegans_prjna13758,glb-30,protein_coding
WBGene00021260,caenorhabditis_elegans_prjna13758,Y22D7AR.6,protein_coding
WBGene00021260,caenorhabditis_elegans_prjna13758,Y22D7AR.6,protein_coding
WBGene00021261,caenorhabditis_elegans_prjna13758,Y22D7AR.7,protein_coding
WBGene00021262,caenorhabditis_elegans_prjna13758,fbxa-74,protein_coding
WBGene00021263,caenorhabditis_elegans_prjna13758,Y22D7AR.10,protein_coding
WBGene00021264,caenorhabditis_elegans_prjna13758,fbxa-13,protein_coding
WBGene00021264,caenorhabditis_elegans_prjna13758,fbxa-13,protein_coding
WBGene00021265,caenorhabditis_elegans_prjna13758,Y22D7AR.12,pseudogene
WBGene00021266,caenorhabditis_elegans_prjna13758,Y22D7AR.14,protein_coding
WBGene00021267,caenorhabditis_elegans_prjna13758,Y23B4A.1,protein_coding
WBGene00021268,caenorhabditis_elegans_prjna13758,capa-1,protein_coding
WBGene00021268,caenorhabditis_elegans_prjna13758,capa-1,protein_coding
WBGene00021269,caenorhabditis_elegans_prjna13758,Y23H5A.2,protein_coding
WBGene00021269,caenorhabditis_elegans_prjna13758,Y23H5A.2,protein_coding
WBGene00021269,caenorhabditis_elegans_prjna13758,Y23H5A.2,ncRNA
WBGene00021270,caenorhabditis_elegans_prjna13758,pid-3,protein_coding
WBGene00021271,caenorhabditis_elegans_prjna13758,spe-47,protein_coding
WBGene00021271,caenorhabditis_elegans_prjna13758,spe-47,protein_coding
WBGene00021272,caenorhabditis_elegans_prjna13758,Y23H5B.1,protein_coding
WBGene00021272,caenorhabditis_elegans_prjna13758,Y23H5B.1,protein_coding
WBGene00021273,caenorhabditis_elegans_prjna13758,Y23H5B.2,pseudogene
WBGene00021274,caenorhabditis_elegans_prjna13758,Y23H5B.3,protein_coding
WBGene00021275,caenorhabditis_elegans_prjna13758,dmsr-2,protein_coding
WBGene00021276,caenorhabditis_elegans_prjna13758,Y23H5B.5,protein_coding
WBGene00021277,caenorhabditis_elegans_prjna13758,Y23H5B.6,protein_coding
WBGene00021277,caenorhabditis_elegans_prjna13758,Y23H5B.6,protein_coding
WBGene00021277,caenorhabditis_elegans_prjna13758,Y23H5B.6,protein_coding
WBGene00021278,caenorhabditis_elegans_prjna13758,Y23H5B.7,pseudogene
WBGene00021278,caenorhabditis_elegans_prjna13758,Y23H5B.7,pseudogene
WBGene00021279,caenorhabditis_elegans_prjna13758,Y23H5B.8,protein_coding
WBGene00021280,caenorhabditis_elegans_prjna13758,nspd-8,protein_coding
WBGene00021281,caenorhabditis_elegans_prjna13758,ell-1,protein_coding
WBGene00021281,caenorhabditis_elegans_prjna13758,ell-1,protein_coding
WBGene00021281,caenorhabditis_elegans_prjna13758,ell-1,protein_coding
WBGene00021281,caenorhabditis_elegans_prjna13758,ell-1,ncRNA
WBGene00021281,caenorhabditis_elegans_prjna13758,ell-1,protein_coding
WBGene00021282,caenorhabditis_elegans_prjna13758,set-21,protein_coding
WBGene00021284,caenorhabditis_elegans_prjna13758,Y24D9A.6,protein_coding
WBGene00021285,caenorhabditis_elegans_prjna13758,Y24D9A.7,protein_coding
WBGene00021286,caenorhabditis_elegans_prjna13758,tald-1,protein_coding
WBGene00021286,caenorhabditis_elegans_prjna13758,tald-1,protein_coding
WBGene00021287,caenorhabditis_elegans_prjna13758,Y24D9B.1,protein_coding
WBGene00021288,caenorhabditis_elegans_prjna13758,clec-123,protein_coding
WBGene00021289,caenorhabditis_elegans_prjna13758,Y25C1A.2,protein_coding
WBGene00021290,caenorhabditis_elegans_prjna13758,clec-122,protein_coding
WBGene00021291,caenorhabditis_elegans_prjna13758,clec-121,protein_coding
WBGene00021292,caenorhabditis_elegans_prjna13758,copb-1,protein_coding
WBGene00021293,caenorhabditis_elegans_prjna13758,Y25C1A.6,protein_coding
WBGene00021294,caenorhabditis_elegans_prjna13758,Y25C1A.7,protein_coding
WBGene00021294,caenorhabditis_elegans_prjna13758,Y25C1A.7,protein_coding
WBGene00021294,caenorhabditis_elegans_prjna13758,Y25C1A.7,protein_coding
WBGene00021295,caenorhabditis_elegans_prjna13758,Y25C1A.8,protein_coding
WBGene00021295,caenorhabditis_elegans_prjna13758,Y25C1A.8,protein_coding
WBGene00021295,caenorhabditis_elegans_prjna13758,Y25C1A.8,protein_coding
WBGene00021296,caenorhabditis_elegans_prjna13758,Y25C1A.13,protein_coding
WBGene00021297,caenorhabditis_elegans_prjna13758,fbxc-55,protein_coding
WBGene00021298,caenorhabditis_elegans_prjna13758,Y27F2A.6,protein_coding
WBGene00021299,caenorhabditis_elegans_prjna13758,Y27F2A.8,protein_coding
WBGene00021300,caenorhabditis_elegans_prjna13758,Y27F2A.9,protein_coding
WBGene00021301,caenorhabditis_elegans_prjna13758,Y32G9A.2,protein_coding
WBGene00021301,caenorhabditis_elegans_prjna13758,Y32G9A.2,protein_coding
WBGene00021301,caenorhabditis_elegans_prjna13758,Y32G9A.2,protein_coding
WBGene00021301,caenorhabditis_elegans_prjna13758,Y32G9A.2,protein_coding
WBGene00021302,caenorhabditis_elegans_prjna13758,Y32G9A.3,protein_coding
WBGene00021302,caenorhabditis_elegans_prjna13758,Y32G9A.3,ncRNA
WBGene00021302,caenorhabditis_elegans_prjna13758,Y32G9A.3,protein_coding
WBGene00021303,caenorhabditis_elegans_prjna13758,Y32G9A.5,protein_coding
WBGene00021304,caenorhabditis_elegans_prjna13758,nphp-2,protein_coding
WBGene00021304,caenorhabditis_elegans_prjna13758,nphp-2,protein_coding
WBGene00021304,caenorhabditis_elegans_prjna13758,nphp-2,protein_coding
WBGene00021304,caenorhabditis_elegans_prjna13758,nphp-2,protein_coding
WBGene00021304,caenorhabditis_elegans_prjna13758,nphp-2,protein_coding
WBGene00021304,caenorhabditis_elegans_prjna13758,nphp-2,protein_coding
WBGene00021304,caenorhabditis_elegans_prjna13758,nphp-2,ncRNA
WBGene00021304,caenorhabditis_elegans_prjna13758,nphp-2,ncRNA
WBGene00021305,caenorhabditis_elegans_prjna13758,zig-11,protein_coding
WBGene00021305,caenorhabditis_elegans_prjna13758,zig-11,protein_coding
WBGene00021305,caenorhabditis_elegans_prjna13758,zig-11,protein_coding
WBGene00021309,caenorhabditis_elegans_prjna13758,Y32G9B.1,protein_coding
WBGene00021309,caenorhabditis_elegans_prjna13758,Y32G9B.1,protein_coding
WBGene00021309,caenorhabditis_elegans_prjna13758,Y32G9B.1,protein_coding
WBGene00021309,caenorhabditis_elegans_prjna13758,Y32G9B.1,protein_coding
WBGene00021309,caenorhabditis_elegans_prjna13758,Y32G9B.1,ncRNA
WBGene00021309,caenorhabditis_elegans_prjna13758,Y32G9B.1,protein_coding
WBGene00021309,caenorhabditis_elegans_prjna13758,Y32G9B.1,protein_coding
WBGene00021310,caenorhabditis_elegans_prjna13758,Y32H12A.1,protein_coding
WBGene00021311,caenorhabditis_elegans_prjna13758,thoc-5,protein_coding
WBGene00021311,caenorhabditis_elegans_prjna13758,thoc-5,protein_coding
WBGene00021312,caenorhabditis_elegans_prjna13758,szy-2,protein_coding
WBGene00021313,caenorhabditis_elegans_prjna13758,paqr-2,protein_coding
WBGene00021314,caenorhabditis_elegans_prjna13758,Y32H12A.6,protein_coding
WBGene00021314,caenorhabditis_elegans_prjna13758,Y32H12A.6,protein_coding
WBGene00021315,caenorhabditis_elegans_prjna13758,Y32H12A.7,protein_coding
WBGene00021315,caenorhabditis_elegans_prjna13758,Y32H12A.7,protein_coding
WBGene00021316,caenorhabditis_elegans_prjna13758,Y32H12A.8,protein_coding
WBGene00021316,caenorhabditis_elegans_prjna13758,Y32H12A.8,protein_coding
WBGene00021316,caenorhabditis_elegans_prjna13758,Y32H12A.8,protein_coding
WBGene00021316,caenorhabditis_elegans_prjna13758,Y32H12A.8,protein_coding
WBGene00021316,caenorhabditis_elegans_prjna13758,Y32H12A.8,protein_coding
WBGene00021316,caenorhabditis_elegans_prjna13758,Y32H12A.8,protein_coding
WBGene00021317,caenorhabditis_elegans_prjna13758,Y32H12A.9,pseudogene
WBGene00021319,caenorhabditis_elegans_prjna13758,Y34B4A.2,protein_coding
WBGene00021320,caenorhabditis_elegans_prjna13758,Y34B4A.4,protein_coding
WBGene00021320,caenorhabditis_elegans_prjna13758,Y34B4A.4,protein_coding
WBGene00021321,caenorhabditis_elegans_prjna13758,Y34B4A.5,protein_coding
WBGene00021322,caenorhabditis_elegans_prjna13758,Y34B4A.6,protein_coding
WBGene00021323,caenorhabditis_elegans_prjna13758,Y34B4A.7,protein_coding
WBGene00021323,caenorhabditis_elegans_prjna13758,Y34B4A.7,protein_coding
WBGene00021324,caenorhabditis_elegans_prjna13758,rga-8,protein_coding
WBGene00021324,caenorhabditis_elegans_prjna13758,rga-8,protein_coding
WBGene00021324,caenorhabditis_elegans_prjna13758,rga-8,protein_coding
WBGene00021324,caenorhabditis_elegans_prjna13758,rga-8,protein_coding
WBGene00021324,caenorhabditis_elegans_prjna13758,rga-8,protein_coding
WBGene00021324,caenorhabditis_elegans_prjna13758,rga-8,protein_coding
WBGene00021324,caenorhabditis_elegans_prjna13758,rga-8,protein_coding
WBGene00021324,caenorhabditis_elegans_prjna13758,rga-8,protein_coding
WBGene00021324,caenorhabditis_elegans_prjna13758,rga-8,protein_coding
WBGene00021324,caenorhabditis_elegans_prjna13758,rga-8,protein_coding
WBGene00021325,caenorhabditis_elegans_prjna13758,Y34B4A.9,protein_coding
WBGene00021326,caenorhabditis_elegans_prjna13758,Y34B4A.10,protein_coding
WBGene00021327,caenorhabditis_elegans_prjna13758,mrpl-38,protein_coding
WBGene00021328,caenorhabditis_elegans_prjna13758,npr-23,protein_coding
WBGene00021329,caenorhabditis_elegans_prjna13758,Y34D9A.3,protein_coding
WBGene00021329,caenorhabditis_elegans_prjna13758,Y34D9A.3,protein_coding
WBGene00021329,caenorhabditis_elegans_prjna13758,Y34D9A.3,protein_coding
WBGene00021329,caenorhabditis_elegans_prjna13758,Y34D9A.3,protein_coding
WBGene00021329,caenorhabditis_elegans_prjna13758,Y34D9A.3,protein_coding
WBGene00021329,caenorhabditis_elegans_prjna13758,Y34D9A.3,protein_coding
WBGene00021331,caenorhabditis_elegans_prjna13758,glrx-10,protein_coding
WBGene00021332,caenorhabditis_elegans_prjna13758,Y34D9A.7,protein_coding
WBGene00021332,caenorhabditis_elegans_prjna13758,Y34D9A.7,protein_coding
WBGene00021332,caenorhabditis_elegans_prjna13758,Y34D9A.7,protein_coding
WBGene00021333,caenorhabditis_elegans_prjna13758,Y34D9A.8,protein_coding
WBGene00021333,caenorhabditis_elegans_prjna13758,Y34D9A.8,protein_coding
WBGene00021333,caenorhabditis_elegans_prjna13758,Y34D9A.8,protein_coding
WBGene00021334,caenorhabditis_elegans_prjna13758,vps-4,protein_coding
WBGene00021335,caenorhabditis_elegans_prjna13758,spp-23,protein_coding
WBGene00021336,caenorhabditis_elegans_prjna13758,Y34F4.1,protein_coding
WBGene00021336,caenorhabditis_elegans_prjna13758,Y34F4.1,protein_coding
WBGene00021337,caenorhabditis_elegans_prjna13758,Y34F4.2,protein_coding
WBGene00021337,caenorhabditis_elegans_prjna13758,Y34F4.2,protein_coding
WBGene00021338,caenorhabditis_elegans_prjna13758,Y34F4.3,protein_coding
WBGene00021339,caenorhabditis_elegans_prjna13758,Y34F4.4,protein_coding
WBGene00021339,caenorhabditis_elegans_prjna13758,Y34F4.4,protein_coding
WBGene00021339,caenorhabditis_elegans_prjna13758,Y34F4.4,protein_coding
WBGene00021340,caenorhabditis_elegans_prjna13758,Y34F4.5,protein_coding
WBGene00021340,caenorhabditis_elegans_prjna13758,Y34F4.5,protein_coding
WBGene00021342,caenorhabditis_elegans_prjna13758,Y35H6.3,pseudogene
WBGene00021343,caenorhabditis_elegans_prjna13758,cutl-23,protein_coding
WBGene00021343,caenorhabditis_elegans_prjna13758,cutl-23,protein_coding
WBGene00021344,caenorhabditis_elegans_prjna13758,rev-3,protein_coding
WBGene00021344,caenorhabditis_elegans_prjna13758,rev-3,protein_coding
WBGene00021345,caenorhabditis_elegans_prjna13758,Y37B11A.3,protein_coding
WBGene00021345,caenorhabditis_elegans_prjna13758,Y37B11A.3,protein_coding
WBGene00021346,caenorhabditis_elegans_prjna13758,Y37E3.1,protein_coding
WBGene00021347,caenorhabditis_elegans_prjna13758,rpb-10,protein_coding
WBGene00021348,caenorhabditis_elegans_prjna13758,moag-4,protein_coding
WBGene00021349,caenorhabditis_elegans_prjna13758,arl-13,protein_coding
WBGene00021349,caenorhabditis_elegans_prjna13758,arl-13,protein_coding
WBGene00021349,caenorhabditis_elegans_prjna13758,arl-13,protein_coding
WBGene00021349,caenorhabditis_elegans_prjna13758,arl-13,protein_coding
WBGene00021349,caenorhabditis_elegans_prjna13758,arl-13,protein_coding
WBGene00021350,caenorhabditis_elegans_prjna13758,Y37E3.8,protein_coding
WBGene00021350,caenorhabditis_elegans_prjna13758,Y37E3.8,protein_coding
WBGene00021351,caenorhabditis_elegans_prjna13758,eif-2alpha,protein_coding
WBGene00021351,caenorhabditis_elegans_prjna13758,eif-2alpha,protein_coding
WBGene00021351,caenorhabditis_elegans_prjna13758,eif-2alpha,ncRNA
WBGene00021352,caenorhabditis_elegans_prjna13758,pcyt-2.1,protein_coding
WBGene00021352,caenorhabditis_elegans_prjna13758,pcyt-2.1,protein_coding
WBGene00021352,caenorhabditis_elegans_prjna13758,pcyt-2.1,protein_coding
WBGene00021352,caenorhabditis_elegans_prjna13758,pcyt-2.1,protein_coding
WBGene00021352,caenorhabditis_elegans_prjna13758,pcyt-2.1,protein_coding
WBGene00021352,caenorhabditis_elegans_prjna13758,pcyt-2.1,protein_coding
WBGene00021352,caenorhabditis_elegans_prjna13758,pcyt-2.1,protein_coding
WBGene00021352,caenorhabditis_elegans_prjna13758,pcyt-2.1,protein_coding
WBGene00021352,caenorhabditis_elegans_prjna13758,pcyt-2.1,protein_coding
WBGene00021353,caenorhabditis_elegans_prjna13758,iglr-3,protein_coding
WBGene00021353,caenorhabditis_elegans_prjna13758,iglr-3,protein_coding
WBGene00021354,caenorhabditis_elegans_prjna13758,fpn-1.1,protein_coding
WBGene00021355,caenorhabditis_elegans_prjna13758,Y37E3.17,protein_coding
WBGene00021355,caenorhabditis_elegans_prjna13758,Y37E3.17,protein_coding
WBGene00021355,caenorhabditis_elegans_prjna13758,Y37E3.17,protein_coding
WBGene00021355,caenorhabditis_elegans_prjna13758,Y37E3.17,protein_coding
WBGene00021357,caenorhabditis_elegans_prjna13758,Y37E11AL.1,protein_coding
WBGene00021358,caenorhabditis_elegans_prjna13758,Y37E11AL.2,protein_coding
WBGene00021358,caenorhabditis_elegans_prjna13758,Y37E11AL.2,protein_coding
WBGene00021359,caenorhabditis_elegans_prjna13758,Y37E11AL.3,protein_coding
WBGene00021360,caenorhabditis_elegans_prjna13758,Y37E11AL.4,pseudogene
WBGene00021362,caenorhabditis_elegans_prjna13758,fmil-1,protein_coding
WBGene00021362,caenorhabditis_elegans_prjna13758,fmil-1,protein_coding
WBGene00021362,caenorhabditis_elegans_prjna13758,fmil-1,protein_coding
WBGene00021363,caenorhabditis_elegans_prjna13758,taf-6.2,protein_coding
WBGene00021364,caenorhabditis_elegans_prjna13758,Y37E11AL.9,protein_coding
WBGene00021365,caenorhabditis_elegans_prjna13758,smgl-2,protein_coding
WBGene00021365,caenorhabditis_elegans_prjna13758,smgl-2,protein_coding
WBGene00021366,caenorhabditis_elegans_prjna13758,Y37E11AM.2,protein_coding
WBGene00021366,caenorhabditis_elegans_prjna13758,Y37E11AM.2,protein_coding
WBGene00021366,caenorhabditis_elegans_prjna13758,Y37E11AM.2,protein_coding
WBGene00021367,caenorhabditis_elegans_prjna13758,Y37E11AM.3,protein_coding
WBGene00021367,caenorhabditis_elegans_prjna13758,Y37E11AM.3,protein_coding
WBGene00021368,caenorhabditis_elegans_prjna13758,best-20,protein_coding
WBGene00021369,caenorhabditis_elegans_prjna13758,siah-1,protein_coding
WBGene00021370,caenorhabditis_elegans_prjna13758,nape-2,protein_coding
WBGene00021370,caenorhabditis_elegans_prjna13758,nape-2,protein_coding
WBGene00021370,caenorhabditis_elegans_prjna13758,nape-2,protein_coding
WBGene00021370,caenorhabditis_elegans_prjna13758,nape-2,protein_coding
WBGene00021370,caenorhabditis_elegans_prjna13758,nape-2,protein_coding
WBGene00021370,caenorhabditis_elegans_prjna13758,nape-2,protein_coding
WBGene00021371,caenorhabditis_elegans_prjna13758,nape-1,protein_coding
WBGene00021372,caenorhabditis_elegans_prjna13758,ugt-45,protein_coding
WBGene00021372,caenorhabditis_elegans_prjna13758,ugt-45,protein_coding
WBGene00021373,caenorhabditis_elegans_prjna13758,Y37E11AR.7,protein_coding
WBGene00021374,caenorhabditis_elegans_prjna13758,Y37E11B.1,protein_coding
WBGene00021374,caenorhabditis_elegans_prjna13758,Y37E11B.1,protein_coding
WBGene00021375,caenorhabditis_elegans_prjna13758,Y37E11B.2,protein_coding
WBGene00021375,caenorhabditis_elegans_prjna13758,Y37E11B.2,protein_coding
WBGene00021375,caenorhabditis_elegans_prjna13758,Y37E11B.2,protein_coding
WBGene00021375,caenorhabditis_elegans_prjna13758,Y37E11B.2,protein_coding
WBGene00021375,caenorhabditis_elegans_prjna13758,Y37E11B.2,protein_coding
WBGene00021375,caenorhabditis_elegans_prjna13758,Y37E11B.2,protein_coding
WBGene00021375,caenorhabditis_elegans_prjna13758,Y37E11B.2,protein_coding
WBGene00021376,caenorhabditis_elegans_prjna13758,blos-7,protein_coding
WBGene00021376,caenorhabditis_elegans_prjna13758,blos-7,protein_coding
WBGene00021377,caenorhabditis_elegans_prjna13758,Y37E11B.5,protein_coding
WBGene00021378,caenorhabditis_elegans_prjna13758,Y37E11B.6,protein_coding
WBGene00021379,caenorhabditis_elegans_prjna13758,Y37E11B.7,protein_coding
WBGene00021379,caenorhabditis_elegans_prjna13758,Y37E11B.7,protein_coding
WBGene00021380,caenorhabditis_elegans_prjna13758,Y37E11B.9,pseudogene
WBGene00021381,caenorhabditis_elegans_prjna13758,Y37E11B.10,protein_coding
WBGene00021381,caenorhabditis_elegans_prjna13758,Y37E11B.10,protein_coding
WBGene00021382,caenorhabditis_elegans_prjna13758,Y37F4.1,protein_coding
WBGene00021382,caenorhabditis_elegans_prjna13758,Y37F4.1,protein_coding
WBGene00021382,caenorhabditis_elegans_prjna13758,Y37F4.1,protein_coding
WBGene00021383,caenorhabditis_elegans_prjna13758,Y37F4.2,protein_coding
WBGene00021384,caenorhabditis_elegans_prjna13758,Y37F4.3,protein_coding
WBGene00021385,caenorhabditis_elegans_prjna13758,Y37F4.4,protein_coding
WBGene00021386,caenorhabditis_elegans_prjna13758,Y37F4.5,protein_coding
WBGene00021386,caenorhabditis_elegans_prjna13758,Y37F4.5,protein_coding
WBGene00021387,caenorhabditis_elegans_prjna13758,Y37F4.6,protein_coding
WBGene00021388,caenorhabditis_elegans_prjna13758,Y37F4.7,protein_coding
WBGene00021389,caenorhabditis_elegans_prjna13758,Y38A10A.2,protein_coding
WBGene00021390,caenorhabditis_elegans_prjna13758,fbxa-214,protein_coding
WBGene00021391,caenorhabditis_elegans_prjna13758,smut-1,protein_coding
WBGene00021392,caenorhabditis_elegans_prjna13758,Y38A10A.7,protein_coding
WBGene00021394,caenorhabditis_elegans_prjna13758,Y38C1AA.1,protein_coding
WBGene00021394,caenorhabditis_elegans_prjna13758,Y38C1AA.1,protein_coding
WBGene00021394,caenorhabditis_elegans_prjna13758,Y38C1AA.1,protein_coding
WBGene00021394,caenorhabditis_elegans_prjna13758,Y38C1AA.1,protein_coding
WBGene00021395,caenorhabditis_elegans_prjna13758,pnc-1,protein_coding
WBGene00021395,caenorhabditis_elegans_prjna13758,pnc-1,protein_coding
WBGene00021395,caenorhabditis_elegans_prjna13758,pnc-1,protein_coding
WBGene00021396,caenorhabditis_elegans_prjna13758,cutl-24,protein_coding
WBGene00021396,caenorhabditis_elegans_prjna13758,cutl-24,protein_coding
WBGene00021397,caenorhabditis_elegans_prjna13758,Y38C1AA.6,protein_coding
WBGene00021398,caenorhabditis_elegans_prjna13758,Y38C1AA.7,protein_coding
WBGene00021400,caenorhabditis_elegans_prjna13758,Y38C1AA.9,protein_coding
WBGene00021401,caenorhabditis_elegans_prjna13758,prdx-6,protein_coding
WBGene00021402,caenorhabditis_elegans_prjna13758,Y38C1AA.12,protein_coding
WBGene00021402,caenorhabditis_elegans_prjna13758,Y38C1AA.12,protein_coding
WBGene00021403,caenorhabditis_elegans_prjna13758,Y38C1AB.1,protein_coding
WBGene00021404,caenorhabditis_elegans_prjna13758,trpl-3,protein_coding
WBGene00021405,caenorhabditis_elegans_prjna13758,Y38C1AB.3,protein_coding
WBGene00021406,caenorhabditis_elegans_prjna13758,frm-5.2,protein_coding
WBGene00021406,caenorhabditis_elegans_prjna13758,frm-5.2,protein_coding
WBGene00021406,caenorhabditis_elegans_prjna13758,frm-5.2,protein_coding
WBGene00021406,caenorhabditis_elegans_prjna13758,frm-5.2,protein_coding
WBGene00021407,caenorhabditis_elegans_prjna13758,Y38C1AB.5,protein_coding
WBGene00021408,caenorhabditis_elegans_prjna13758,trpl-4,protein_coding
WBGene00021409,caenorhabditis_elegans_prjna13758,Y38C1AB.7,protein_coding
WBGene00021410,caenorhabditis_elegans_prjna13758,Y38C1BA.1,protein_coding
WBGene00021412,caenorhabditis_elegans_prjna13758,cyp-29A3,protein_coding
WBGene00021413,caenorhabditis_elegans_prjna13758,srt-52,protein_coding
WBGene00021414,caenorhabditis_elegans_prjna13758,Y38C9B.3,protein_coding
WBGene00021415,caenorhabditis_elegans_prjna13758,nsy-4,protein_coding
WBGene00021415,caenorhabditis_elegans_prjna13758,nsy-4,protein_coding
WBGene00021415,caenorhabditis_elegans_prjna13758,nsy-4,protein_coding
WBGene00021416,caenorhabditis_elegans_prjna13758,mksr-2,protein_coding
WBGene00021417,caenorhabditis_elegans_prjna13758,nhr-236,protein_coding
WBGene00021418,caenorhabditis_elegans_prjna13758,Y38F2AL.6,pseudogene
WBGene00021419,caenorhabditis_elegans_prjna13758,eri-5,protein_coding
WBGene00021419,caenorhabditis_elegans_prjna13758,eri-5,protein_coding
WBGene00021420,caenorhabditis_elegans_prjna13758,trap-3,protein_coding
WBGene00021421,caenorhabditis_elegans_prjna13758,Y38F2AR.3,protein_coding
WBGene00021421,caenorhabditis_elegans_prjna13758,Y38F2AR.3,protein_coding
WBGene00021421,caenorhabditis_elegans_prjna13758,Y38F2AR.3,protein_coding
WBGene00021421,caenorhabditis_elegans_prjna13758,Y38F2AR.3,protein_coding
WBGene00021423,caenorhabditis_elegans_prjna13758,tftc-1,protein_coding
WBGene00021423,caenorhabditis_elegans_prjna13758,tftc-1,protein_coding
WBGene00021425,caenorhabditis_elegans_prjna13758,ppgn-1,protein_coding
WBGene00021425,caenorhabditis_elegans_prjna13758,ppgn-1,protein_coding
WBGene00021427,caenorhabditis_elegans_prjna13758,sec-61.B,protein_coding
WBGene00021428,caenorhabditis_elegans_prjna13758,Y38F2AR.10,protein_coding
WBGene00021430,caenorhabditis_elegans_prjna13758,Y38F2AR.12,protein_coding
WBGene00021430,caenorhabditis_elegans_prjna13758,Y38F2AR.12,protein_coding
WBGene00021430,caenorhabditis_elegans_prjna13758,Y38F2AR.12,protein_coding
WBGene00021433,caenorhabditis_elegans_prjna13758,Y39A3A.2,protein_coding
WBGene00021434,caenorhabditis_elegans_prjna13758,Y39A3A.3,protein_coding
WBGene00021435,caenorhabditis_elegans_prjna13758,Y39A3A.4,protein_coding
WBGene00021435,caenorhabditis_elegans_prjna13758,Y39A3A.4,protein_coding
WBGene00021436,caenorhabditis_elegans_prjna13758,Y39A3B.1,protein_coding
WBGene00021437,caenorhabditis_elegans_prjna13758,lgc-42,protein_coding
WBGene00021438,caenorhabditis_elegans_prjna13758,Y39A3B.3,lincRNA
