Geneid	Chr	Start	End	Strand	Length	elt2D_sorted_1	elt2D_sorted_2	elt2D_sorted_3	elt2D_sorted_4	elt2Delt7D_sorted_1	elt2Delt7D_sorted_2	elt2Delt7D_sorted_3	wt_sorted_1	wt_sorted_2	wt_sorted_3	wt_sorted_4	elt7D_sorted_1	elt7D_sorted_2	elt7D_sorted_3
WBGene00195180	I	4427024	4427038	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00001231	I	4444719	4444729	+	11	9	23	14	12	10	16	8	8	12	7	11	6	5	12
WBGene00000787	I	4448455	4448461	-	7	3	2	4	5	2	5	0	0	2	0	2	1	7	4
WBGene00016564	I	4450924	4450927	-	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00016561	I;I;I;I;I;I;I;I;I	4457383;4457383;4457383;4457383;4464485;4464485;4465658;4465738;4465738	4457390;4457390;4457390;4457390;4464959;4464959;4465821;4465821;4465821	+;+;+;+;+;+;+;+;+	647	33	29	35	34	35	43	30	54	36	32	43	43	30	31
WBGene00271778	I	4467874	4468118	+	245	6	1	3	0	2	5	1	5	5	7	7	1	4	3
WBGene00020131	I;I;I	4481203;4491701;4502584	4481237;4491731;4502608	+;+;+	91	67	107	63	60	56	61	62	80	62	59	60	53	62	47
WBGene00022470	I	4511125	4511126	-	2	1	4	0	2	3	4	2	2	1	0	0	1	0	0
WBGene00022471	I;I	4516057;4516503	4516085;4516512	-;-	39	5	2	1	4	4	2	1	1	0	3	3	4	3	0
WBGene00022472	I	4518466	4518491	-	26	7	11	4	7	8	4	2	8	14	7	8	7	7	9
WBGene00022474	I	4539708	4539725	-	18	0	0	0	0	0	0	0	2	0	3	0	1	0	3
WBGene00022469	I;I;I	4549695;4550401;4550453	4549855;4550477;4550477	+;+;+	238	6	13	10	11	10	10	5	16	7	9	16	7	1	7
WBGene00022467	I	4554126	4554149	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022475	I	4556812	4556814	-	3	1	1	1	0	0	5	0	1	2	0	4	5	4	2
WBGene00017010	I	4557664	4557690	+	27	7	8	2	8	9	7	10	7	10	6	2	2	0	5
WBGene00004113	I	4564035	4564139	+	105	12	9	7	7	25	12	9	12	9	10	8	8	11	4
WBGene00000440	I	4570025	4570027	-	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00000629	I	4572664	4572787	-	124	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00017001	I	4577201	4577204	-	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
WBGene00044421	I	4579687	4579740	-	54	4	6	3	4	2	2	0	5	2	3	0	1	1	2
WBGene00017002	I	4580585	4580601	-	17	1	2	1	0	2	0	0	0	2	0	1	2	2	0
WBGene00017003	I;I	4583805;4583805	4583810;4583810	-;-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00004479	I	4584492	4584505	-	14	1145	1903	1184	1197	1154	1131	858	921	1085	966	863	804	798	746
WBGene00004436	I	4585115	4585140	+	26	1760	2907	1774	1862	1700	1703	1094	1518	1347	1367	1292	902	798	752
WBGene00017007	I;I	4586273;4586273	4586273;4586273	+;+	1	0	5	1	1	0	1	0	1	1	0	1	1	1	1
WBGene00017004	I	4602640	4602666	-	27	6	1	3	5	5	5	1	6	4	2	3	4	2	1
WBGene00017011	I	4603217	4603222	+	6	0	6	2	1	5	5	2	1	2	5	0	0	3	1
WBGene00017005	I	4604175	4604402	+	228	3	6	0	0	2	4	0	6	5	3	8	1	3	4
WBGene00016654	I	4605655	4605688	+	34	17	18	12	13	11	16	11	8	9	4	4	6	5	4
WBGene00016650	I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I	4614010;4614010;4614072;4614802;4615837;4616803;4618529;4619675;4621867;4623531;4625612;4626465;4628068;4629946;4630093;4631501;4632596;4633230	4614030;4614112;4614751;4615277;4616141;4617999;4618935;4621245;4622773;4624493;4625879;4627206;4629512;4630047;4630181;4631859;4633112;4633377	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10238	1021	1058	788	943	1055	1092	541	856	798	840	852	991	842	902
WBGene00016653	I;I	4634103;4634103	4634109;4634109	+;+	7	4	15	2	4	8	13	6	0	6	13	3	4	1	4
WBGene00016655	I;I;I;I	4636342;4636342;4636342;4637285	4636379;4636413;4636379;4637328	-;-;-;-	116	67	156	119	106	86	94	147	59	45	69	52	96	88	83
WBGene00016652	I	4640873	4640882	-	10	3	1	1	2	4	2	0	1	1	0	2	2	1	0
WBGene00022466	I	4644056	4644069	-	14	11	9	3	4	4	13	5	7	1	7	3	5	5	2
WBGene00004415	I	4646958	4646963	-	6	397	463	405	294	361	341	207	227	261	299	258	258	255	250
WBGene00015011	I	4647280	4647423	+	144	10	8	7	12	12	16	10	6	7	8	5	5	3	8
WBGene00015009	I	4650703	4650770	-	68	6	5	2	5	6	4	2	6	1	4	2	2	3	1
WBGene00015010	I	4652898	4652905	-	8	1	0	0	0	0	0	0	0	0	0	1	0	0	1
WBGene00015007	I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I	4653471;4653471;4653471;4653473;4653473;4653473;4653473;4653598;4653598;4653598;4655347;4655347;4655347;4655349;4655349;4655349	4653542;4653542;4653542;4653526;4653526;4653526;4653526;4653663;4653663;4653663;4655369;4655369;4655369;4655369;4655369;4655369	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	161	6	5	2	3	2	6	12	6	4	0	3	4	7	3
WBGene00206362	I;I;I	4662188;4662188;4662188	4662219;4662199;4662192	-;-;-	32	1	0	1	0	0	0	0	1	0	0	2	2	0	2
WBGene00015006	I;I;I	4664499;4664629;4664835	4664584;4664782;4664870	+;+;+	276	0	0	0	0	0	0	0	0	0	1	1	0	0	0
WBGene00006961	I;I	4671715;4671715	4671738;4671738	-;-	24	0	0	1	5	3	1	0	3	1	0	3	4	7	3
WBGene00006791	I;I;I;I	4675135;4675135;4675135;4677673	4675138;4675138;4675138;4677694	+;+;+;+	26	44	79	51	40	67	68	137	27	37	36	31	53	60	62
WBGene00007053	I	4698435	4698575	-	141	34	55	27	28	30	36	43	40	36	43	44	26	43	30
WBGene00021112	I	4704598	4704621	+	24	6	2	3	3	11	8	0	2	1	1	2	5	3	1
WBGene00021111	I	4706682	4706763	+	82	1	1	1	0	0	2	1	0	1	0	0	0	1	0
WBGene00021113	I;I	4710422;4710632	4710436;4710712	-;-	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00021110	I	4711414	4711427	+	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00021114	I	4715162	4715485	-	324	1	2	3	0	2	0	0	0	0	0	0	1	0	0
WBGene00015696	I	4719789	4719802	+	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00015695	I	4721131	4721205	+	75	7	4	1	4	18	4	5	1	1	0	5	0	2	2
WBGene00015693	I	4727280	4727330	+	51	1	0	0	1	3	1	3	0	0	0	0	0	0	0
WBGene00015692	I	4731603	4731622	+	20	1	1	1	1	2	1	0	0	0	1	0	1	1	1
WBGene00015697	I	4738076	4738100	-	25	12	12	16	10	13	9	8	14	7	7	9	11	8	10
WBGene00002694	I	4744262	4744321	-	60	5	16	6	3	3	7	10	3	1	1	3	3	9	3
WBGene00015691	I;I;I	4747490;4747743;4753741	4747699;4747813;4753748	+;+;+	289	6	7	5	3	1	4	4	3	3	7	5	0	0	1
WBGene00015698	I	4761308	4761321	-	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00019769	I	4765141	4765313	-	173	0	4	2	1	1	1	0	0	1	1	0	0	2	0
WBGene00019767	I;I;I	4769694;4770292;4770292	4769752;4770303;4770303	+;+;+	71	11	19	15	11	10	15	11	6	7	2	9	8	4	11
WBGene00019770	I;I;I	4773025;4773025;4773594	4773026;4773070;4773673	-;-;-	126	8	9	9	7	12	19	14	9	5	6	7	11	2	10
WBGene00019771	I;I	4777717;4788314	4777717;4788358	-;-	46	2	3	3	1	1	3	0	0	0	0	1	2	0	4
WBGene00023067	I	4789190	4789265	+	76	21	39	42	21	10	68	29	26	12	16	21	30	27	23
WBGene00023068	I	4790292	4790329	+	38	1592	2554	2100	1715	1392	2536	2326	1790	1719	888	1624	2237	1696	1808
WBGene00006984	I	4792476	4792560	-	85	24	25	21	18	18	14	0	21	22	14	25	11	7	10
WBGene00018798	I;I	4800043;4800043	4800097;4800097	+;+	55	1	8	3	3	3	4	0	4	2	8	9	5	0	3
WBGene00018797	I	4805607	4805623	+	17	16	18	12	9	12	20	7	7	11	16	11	2	6	3
WBGene00019012	I	4821933	4821975	+	43	1	3	3	0	5	1	2	1	3	0	2	1	2	3
WBGene00002034	I	4827072	4827078	+	7	0	3	0	2	0	0	0	0	0	0	0	0	0	0
WBGene00019011	I;I;I	4830135;4830135;4830135	4830139;4830139;4830139	+;+;+	5	2	0	0	1	1	7	0	4	3	6	0	1	1	1
WBGene00019009	I	4845013	4845122	+	110	4	12	4	5	9	12	12	4	5	4	2	3	6	9
WBGene00019008	I	4849038	4849069	+	32	1	0	0	0	1	0	0	0	1	0	1	0	1	0
WBGene00015303	I;I	4867823;4867823	4867825;4867825	-;-	3	2	1	2	0	0	1	1	1	0	0	4	0	1	0
WBGene00017795	I	4884903	4884912	+	10	0	0	1	1	4	2	2	2	1	3	1	1	0	1
WBGene00001592	I	4887942	4888002	-	61	3	6	4	8	6	6	9	0	5	6	5	5	4	6
WBGene00006774	I	4900901	4900977	-	77	0	3	3	5	5	0	3	9	7	9	2	6	1	3
WBGene00017673	I	4901918	4901997	+	80	0	0	0	0	1	1	0	0	0	0	0	0	0	0
WBGene00017672	I	4903437	4903495	+	59	0	0	0	0	0	0	0	0	0	1	1	0	0	0
WBGene00017671	I;I	4906786;4906823	4906846;4906846	+;+	61	8	15	5	9	15	14	12	24	24	23	15	15	18	17
WBGene00017675	I	4914045	4914047	-	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00017676	I	4918372	4918395	+	24	0	0	0	1	0	0	0	0	0	0	2	0	1	1
WBGene00002075	I	4926196	4926233	-	38	5	3	5	3	4	0	5	6	3	0	2	4	4	9
WBGene00017886	I;I	4926592;4926648	4926732;4926732	+;+	141	4	6	5	3	6	10	0	14	5	10	13	2	6	2
WBGene00017888	I	4928654	4928676	+	23	1	5	3	5	4	4	1	6	2	2	6	1	1	0
WBGene00017885	I;I;I;I;I;I;I;I;I;I	4934259;4934259;4938243;4938811;4939597;4940238;4941544;4941544;4943630;4943635	4934261;4934261;4938302;4938978;4939748;4940365;4941657;4941657;4943689;4943689	+;+;+;+;+;+;+;+;+;+	685	125	197	91	115	153	182	170	109	105	84	79	114	102	101
WBGene00017889	I	4950406	4950410	-	5	8	23	12	13	14	19	6	27	18	11	6	15	11	10
WBGene00017887	I;I	4951470;4951470	4951550;4951481	-;-	81	3	12	2	7	6	9	2	7	2	3	9	3	7	10
WBGene00001860	I;I	4952491;4957661	4952571;4957667	-;-	88	47	82	69	63	61	40	73	40	38	45	32	32	36	40
WBGene00044431	I	4958155	4958309	-	155	17	24	19	17	23	18	19	24	12	24	21	10	5	5
WBGene00021015	I	4959396	4959491	+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00021014	I	4962451	4962451	+	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00000155	I	4967071	4967089	-	19	2	5	1	4	3	1	1	5	4	3	1	3	0	6
WBGene00044432	I;I;I	4969923;4970394;4970403	4970324;4970422;4970422	+;+;+	431	0	0	0	0	2	0	0	0	0	0	0	0	0	0
WBGene00004900	I	4980307	4980329	+	23	0	0	2	1	0	0	0	0	0	0	0	0	0	0
WBGene00003906	I;I	4986617;4986668	4986623;4986739	-;-	79	0	0	1	1	0	0	0	1	0	0	0	0	0	0
WBGene00021017	I	4989398	4989454	-	57	0	0	0	0	0	0	0	0	0	1	0	0	0	0
WBGene00001117	I;I;I;I	4993453;4993453;4994231;4994580	4993506;4993506;4994638;4994675	-;-;-;-	499	10	25	3	16	25	12	12	30	29	19	25	10	22	10
WBGene00003221	I;I	4996839;4996839	4996843;4996843	+;+	5	1	1	0	2	0	2	1	0	0	0	1	0	2	1
WBGene00001050	I;I	5003351;5003451	5003464;5003464	+;+	114	1	1	3	5	2	5	0	4	5	8	1	0	1	0
WBGene00018792	I	5006013	5006057	-	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006058	I;I;I;I	5006706;5006746;5006825;5006829	5006776;5006776;5006833;5006833	+;+;+;+	80	0	0	0	0	0	0	0	0	1	1	1	1	0	1
WBGene00018789	I	5008770	5008792	+	23	0	0	1	1	1	2	0	2	1	4	0	1	1	2
WBGene00003934	I;I;I;I;I;I;I;I;I	5020064;5020064;5020064;5020064;5020064;5020064;5020064;5020064;5020064	5020166;5020166;5020166;5020166;5020166;5020166;5020166;5020166;5020166	-;-;-;-;-;-;-;-;-	103	380	547	405	379	572	566	529	416	372	464	393	411	433	446
WBGene00016730	I;I	5020748;5020873	5020822;5020876	+;+	79	0	0	1	0	0	0	0	0	0	0	0	0	1	0
WBGene00002979	I;I	5027155;5035792	5027210;5035936	+;+	201	32	33	31	31	19	43	33	56	29	56	43	38	22	20
WBGene00016731	I;I	5043053;5043348	5043073;5043453	-;-	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00016733	I	5047991	5048018	-	28	0	0	1	0	1	1	0	0	0	0	0	0	0	0
WBGene00016728	I	5050040	5050127	+	88	2	0	0	0	4	2	0	2	0	0	0	7	1	1
WBGene00016734	I;I;I;I;I;I;I;I;I;I	5054093;5054093;5054093;5054093;5054162;5054162;5054298;5054821;5054821;5054884	5054115;5054360;5054251;5054113;5054338;5054338;5054303;5054858;5054960;5054960	-;-;-;-;-;-;-;-;-;-	408	94	174	125	117	132	128	78	169	115	131	136	102	72	91
WBGene00016735	I;I;I;I	5068829;5068829;5068829;5068829	5068829;5068829;5068829;5068829	-;-;-;-	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0
WBGene00016258	I;I;I	5082258;5082258;5082258	5082279;5082273;5082265	-;-;-	22	12	19	27	11	8	13	5	12	12	7	11	16	11	15
WBGene00002213	I;I;I;I;I;I	5086317;5086514;5087988;5087990;5088138;5088138	5086351;5086708;5088089;5088089;5088166;5088166	+;+;+;+;+;+	361	20	30	33	25	24	19	28	17	8	28	11	5	10	10
WBGene00022465	I	5100751	5100765	+	15	0	2	0	0	0	1	2	0	0	0	2	1	0	1
WBGene00004959	I	5103402	5103467	-	66	0	1	1	0	0	1	0	1	0	0	0	0	0	1
WBGene00000502	I	5104912	5104956	-	45	4	4	1	4	6	0	1	0	1	1	1	3	0	2
WBGene00003924	I;I	5106046;5106046	5106204;5106048	-;-	159	0	0	1	2	1	0	0	0	1	0	0	1	1	1
WBGene00022460	I	5106204	5106292	+	89	4	4	6	1	3	3	7	2	6	4	9	4	1	3
WBGene00000001	I;I	5107833;5107843	5107843;5107843	+;+	11	0	5	6	3	11	2	4	2	0	0	3	3	1	3
WBGene00045212	I	5111134	5111154	-	21	9	22	16	14	10	7	12	5	0	0	2	6	4	3
WBGene00022462	I	5113739	5113752	-	14	3	2	0	1	0	1	0	0	0	0	0	0	1	0
WBGene00022463	I	5118848	5118852	-	5	0	1	2	1	1	0	0	0	0	3	1	0	3	1
WBGene00022459	I;I;I	5119223;5119652;5119730	5119261;5119686;5119738	+;+;+	83	32	27	24	33	32	23	14	25	12	28	37	7	10	5
WBGene00003132	I;I	5127188;5127188	5127199;5127199	-;-	12	2	2	0	0	0	1	0	1	0	0	0	0	0	0
WBGene00022458	I	5127828	5127849	+	22	1	3	2	6	8	4	2	2	0	4	9	5	7	7
WBGene00022457	I;I	5129640;5129745	5129778;5129778	+;+	139	1	0	4	1	4	6	3	3	0	0	0	0	1	2
WBGene00022456	I;I;I;I;I;I;I;I	5131288;5131288;5131460;5131464;5131464;5131520;5131520;5131531	5131418;5131418;5131539;5131521;5131539;5131539;5131521;5131539	+;+;+;+;+;+;+;+	211	2	11	3	3	3	5	4	2	1	6	4	4	8	7
WBGene00003475	I	5134709	5134766	+	58	3	10	2	4	5	7	1	6	5	7	4	5	3	2
WBGene00022455	I	5138256	5138269	+	14	3	1	2	4	2	4	4	5	3	4	6	2	3	3
WBGene00006797	I	5141675	5141678	+	4	0	3	1	1	1	0	0	0	0	1	0	0	3	1
WBGene00004094	I	5162205	5162231	-	27	1	5	1	0	1	5	11	0	0	0	0	0	0	0
WBGene00002804	I	5164870	5164884	-	15	3	3	2	1	3	3	2	1	1	4	2	0	1	0
WBGene00001833	I;I	5165152;5165152	5165156;5165156	+;+	5	0	3	0	0	2	1	0	2	1	0	0	0	1	1
WBGene00004955	I;I;I	5175522;5175522;5176598	5175536;5175542;5176664	-;-;-	88	0	7	6	0	7	3	0	0	0	2	0	1	0	0
WBGene00000272	I	5186926	5186984	+	59	0	0	3	0	0	0	1	4	0	0	0	1	0	1
WBGene00018908	I	5190142	5190147	+	6	2	1	0	0	0	3	1	0	0	0	0	0	0	0
WBGene00016329	I	5203407	5203504	-	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00004771	I;I;I	5208122;5208122;5215161	5208128;5208128;5215218	-;-;-	65	0	1	1	3	1	1	1	0	1	2	1	0	0	0
WBGene00016330	I;I;I	5241876;5241876;5242464	5241914;5241914;5242607	-;-;-	183	3	16	2	8	9	7	0	2	6	3	0	1	3	3
WBGene00016327	I;I;I	5232576;5232995;5233003	5232582;5233060;5233060	+;+;+	73	5	11	4	1	8	3	1	8	6	4	7	2	1	2
WBGene00015092	I;I	5244283;5244283	5244392;5244446	+;+	164	12	16	11	6	8	8	1	8	9	4	7	7	3	8
WBGene00002583	I;I	5245743;5245743	5245780;5245780	+;+	38	4	11	3	4	6	3	2	10	6	6	6	1	2	4
WBGene00015093	I	5250483	5250618	-	136	0	0	1	0	0	0	0	0	0	0	2	0	0	0
WBGene00015094	I	5256898	5256945	-	48	0	0	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00015091	I	5263694	5263707	+	14	2	0	0	0	0	0	0	0	0	1	0	0	0	0
WBGene00015095	I	5270935	5270941	-	7	0	0	1	3	0	0	0	0	0	0	0	0	0	0
WBGene00015096	I	5272032	5272037	-	6	1	1	1	0	2	1	0	0	1	1	1	4	2	1
WBGene00015312	I;I	5274209;5274209	5274339;5274322	-;-	131	2	1	0	1	1	1	2	0	0	0	0	0	0	0
WBGene00000540	I	5278699	5278708	-	10	1	0	2	0	0	2	2	1	1	0	0	1	0	2
WBGene00000965	I	5281517	5281526	-	10	4	7	2	2	2	1	1	0	0	5	0	1	0	0
WBGene00001022	I;I	5283927;5283927	5283944;5283943	-;-	18	2	4	1	5	2	2	3	3	1	1	0	3	3	2
WBGene00001333	I;I	5290636;5291509	5290694;5291604	-;-	155	78	99	64	85	107	123	99	51	49	61	61	41	54	47
WBGene00015313	I	5300307	5300331	-	25	1	2	1	1	1	0	2	0	0	0	0	0	0	0
WBGene00002717	I;I;I;I;I;I;I;I;I;I	5304406;5311610;5313517;5313676;5313724;5313724;5313801;5313801;5313801;5317340	5304785;5311723;5313610;5313750;5313750;5313750;5313926;5313926;5313924;5317392	-;-;-;-;-;-;-;-;-;-	842	292	469	275	275	326	294	239	336	267	318	359	291	284	242
WBGene00018598	I	5318111	5318124	-	14	1	1	2	0	0	0	0	3	1	1	3	0	1	0
WBGene00018599	I	5319272	5319301	-	30	1	1	4	1	2	4	2	1	3	5	1	0	2	0
WBGene00018595	I	5319720	5319730	+	11	0	0	0	1	1	2	0	0	0	0	0	0	0	0
WBGene00004965	I	5332158	5332194	-	37	0	0	0	0	0	0	0	0	0	1	0	0	0	0
WBGene00018601	I	5332761	5332780	-	20	49	31	45	35	26	37	18	56	41	18	122	37	8	30
WBGene00195179	I	5334920	5334931	-	12	0	2	3	2	0	2	0	0	1	4	5	0	0	3
WBGene00018600	I;I	5337956;5338468	5338024;5338646	-;-	248	1	0	2	1	1	2	0	2	1	2	3	1	0	2
WBGene00000150	I	5344705	5344724	-	20	1	8	2	2	1	4	1	1	1	5	0	0	0	1
WBGene00018864	I	5345927	5345927	+	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00000966	I;I;I	5354160;5354288;5354351	5354180;5354367;5354367	+;+;+	101	0	3	0	0	2	4	2	15	8	4	14	6	0	3
WBGene00004087	I	5358522	5358524	+	3	1	7	5	2	2	5	6	4	1	0	6	3	6	6
WBGene00018863	I;I	5365828;5365828	5365882;5365882	+;+	55	22	33	17	21	27	25	11	12	12	34	15	12	9	9
WBGene00018867	I	5367817	5367829	-	13	1	3	1	1	2	0	0	0	0	0	0	0	0	0
WBGene00004131	I;I;I;I;I;I;I	5376318;5376318;5377098;5377303;5377366;5379757;5384470	5376339;5376341;5377100;5377464;5377481;5379866;5384508	-;-;-;-;-;-;-	355	104	161	95	115	162	180	171	167	143	129	167	166	139	147
WBGene00016040	I	5401757	5401858	+	102	4	3	1	3	2	1	1	1	3	2	9	5	4	3
WBGene00001491	I;I;I	5408339;5408339;5408339	5408344;5408344;5408344	-;-;-	6	3	13	12	9	5	7	11	8	6	5	12	12	5	10
WBGene00000761	I	5415536	5415629	-	94	11	25	15	14	26	24	7	20	12	26	42	32	23	20
WBGene00016278	I;I;I;I	5420100;5420100;5420600;5420693	5420101;5420101;5420731;5420731	-;-;-;-	134	15	25	10	19	4	16	4	7	4	4	6	6	6	2
WBGene00017855	I;I	5428441;5428441	5428457;5428448	-;-	17	3	7	8	8	17	13	3	6	4	3	9	4	7	9
WBGene00017854	I	5422783	5422785	+	3	2	1	0	0	1	1	0	0	0	0	4	1	3	1
WBGene00017853	I	5426273	5426363	+	91	0	1	0	0	0	0	0	0	0	0	1	0	0	0
WBGene00000230	I;I;I;I;I;I;I;I;I	5429621;5429621;5429621;5429621;5429621;5429747;5429807;5429827;5429828	5429622;5429658;5429623;5429623;5429623;5429800;5429834;5429908;5429908	-;-;-;-;-;-;-;-;-	194	47	87	64	47	47	46	51	27	42	51	33	90	90	85
WBGene00017852	I;I	5430164;5430164	5430166;5430166	+;+	3	2	3	2	5	3	5	2	6	2	7	3	4	4	1
WBGene00001067	I	5433052	5433054	-	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00017851	I	5434805	5434853	+	49	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WBGene00020262	I	5459524	5459550	-	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00004431	I;I;I;I;I;I	5485713;5485713;5485713;5485713;5486051;5486275	5485742;5485744;5485756;5485742;5486055;5486354	-;-;-;-;-;-	129	1507	2557	1684	1481	1867	1878	1123	955	1340	1140	1208	1318	1528	1510
WBGene00206357	I	5488159	5488241	-	83	1	1	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00015634	I	5488309	5488395	+	87	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00015633	I	5491424	5491499	+	76	4	11	3	6	9	11	7	9	10	11	10	11	16	4
WBGene00015632	I;I;I;I	5497679;5498850;5499065;5499170	5497916;5498996;5499310;5499310	+;+;+;+	631	31	35	32	28	26	35	31	22	7	13	20	25	20	21
WBGene00019077	I;I;I	5509170;5509170;5509255	5509170;5509172;5509288	-;-;-	37	1	2	2	2	5	3	0	3	0	1	1	1	2	2
WBGene00019079	I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I;I	5510013;5510277;5510277;5510277;5510277;5510277;5510363;5510436;5510467;5510477;5510509;5510891;5510891;5510891;5510981;5510981;5510981;5511121;5511121;5511121;5511155;5511155;5511155;5511259;5511259;5511259;5511259;5511259;5511259;5511429;5511429;5511430;5511430;5511431;5511431;5511584;5511584;5511601;5511601;5511670;5511670	5510035;5510346;5510302;5510364;5510333;5510594;5510518;5510455;5510518;5510596;5510579;5510938;5510938;5510938;5511075;5511075;5511075;5511211;5511211;5511211;5511211;5511211;5511211;5511378;5511378;5511378;5511378;5511378;5511378;5511550;5511550;5511459;5511459;5511495;5511495;5511588;5511588;5511628;5511628;5511689;5511705	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	888	99	137	81	87	70	118	43	95	73	87	75	69	56	46
WBGene00019075	I	5512048	5512062	+	15	2	2	2	2	1	4	0	1	2	0	0	1	0	1
WBGene00185086	I	5514651	5514668	+	18	2	1	0	0	2	0	0	1	0	0	0	1	1	0
WBGene00019074	I	5520389	5520390	+	2	2	1	0	0	0	0	0	0	2	0	2	0	0	0
WBGene00019081	I	5525274	5525340	-	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006594	I;I;I;I;I;I;I	5546120;5546120;5546120;5546149;5546149;5546149;5560141	5546226;5546226;5546226;5546226;5546226;5546226;5560157	+;+;+;+;+;+;+	124	16	43	15	26	41	30	9	38	21	24	48	19	36	29
WBGene00019693	I;I	5550291;5550291	5550505;5550295	-;-	215	6	6	4	1	2	1	7	3	9	3	0	0	1	0
WBGene00019692	I	5563827	5563914	+	88	5	5	1	3	7	2	1	0	0	0	0	1	0	1
WBGene00019713	I;I;I	5570078;5570078;5570078	5570079;5570081;5570079	-;-;-	4	0	0	1	0	0	0	1	0	1	0	0	1	1	2
WBGene00000474	I;I	5572918;5572918	5573019;5572951	-;-	102	2	3	1	1	0	0	0	3	0	0	2	0	0	2
WBGene00019712	I	5573214	5573242	+	29	0	4	0	1	4	0	1	0	0	0	0	0	0	0
WBGene00002225	I;I	5579182;5579182	5579394;5579394	-;-	213	0	2	3	1	0	3	1	2	2	1	0	1	1	3
WBGene00019710	I;I;I	5582005;5582096;5582096	5582101;5582101;5582101	+;+;+	97	0	1	3	3	4	3	0	0	2	2	1	1	2	1
WBGene00006508	I;I;I;I;I;I;I;I;I;I;I;I	5586249;5587842;5589305;5589305;5589357;5591688;5592977;5593312;5593757;5597251;5597251;5607518	5586256;5587929;5589593;5589313;5589558;5591842;5593069;5593484;5593768;5597360;5597332;5607529	-;-;-;-;-;-;-;-;-;-;-;-	940	159	251	147	168	279	252	219	268	207	287	198	175	150	166
WBGene00006726	I	5608837	5608841	-	5	0	1	2	1	0	0	0	0	1	3	0	0	1	1
WBGene00006919	I;I	5610255;5610255	5610270;5610270	-;-	16	146	256	143	177	159	125	139	88	102	100	99	121	113	121
WBGene00018512	I;I	5616381;5616381	5616402;5616402	-;-	22	1	4	10	3	4	3	2	10	1	2	4	0	5	6
WBGene00018509	I;I	5618414;5618414	5618682;5618551	-;-	269	12	22	15	18	10	17	22	7	5	11	5	4	8	8
WBGene00000473	I	5619569	5619601	+	33	0	2	2	0	0	2	0	0	0	0	0	0	0	0
WBGene00018510	I;I	5620751;5620779	5620787;5620787	+;+	37	0	0	0	0	0	0	0	0	0	0	3	0	0	0
WBGene00018511	I	5626075	5626288	-	214	19	36	17	23	12	22	8	19	26	28	23	21	16	13
WBGene00018508	I;I	5627819;5627819	5627825;5627825	+;+	7	2	1	1	2	2	0	3	5	2	0	3	4	2	4
WBGene00000630	I	5644729	5644736	+	8	0	1	0	0	0	0	1	1	0	1	0	0	0	0
WBGene00018890	I	5649650	5649656	-	7	3	1	2	2	5	2	0	8	4	1	9	1	4	9
WBGene00018891	I	5653577	5653648	-	72	11	9	10	4	7	5	5	11	4	3	7	2	2	7
WBGene00018892	I;I	5655821;5655821	5655857;5655847	-;-	37	2	6	2	6	12	7	1	4	5	7	3	6	9	5
WBGene00018893	I;I	5657910;5657910	5658118;5657917	-;-	209	19	26	19	26	25	22	21	24	23	16	19	13	10	8
